none_Date_ok,none_Margin_ok
1998-08-01 00:00:00,35
1998-08-01 00:00:00,36
1998-08-01 00:00:00,37
1998-08-01 00:00:00,38
1998-08-01 00:00:00,39
1998-08-01 00:00:00,43
1998-08-01 00:00:00,48
1998-08-01 00:00:00,49
1998-08-01 00:00:00,50
1998-08-01 00:00:00,51
1998-08-01 00:00:00,52
1998-08-01 00:00:00,54
1998-08-01 00:00:00,56
1998-08-01 00:00:00,60
1998-08-01 00:00:00,61
1998-08-01 00:00:00,62
1998-08-01 00:00:00,67
1998-08-01 00:00:00,68
1998-08-01 00:00:00,70
1998-08-01 00:00:00,77
1998-08-01 00:00:00,79
1998-08-01 00:00:00,87
1998-08-01 00:00:00,88
1998-08-01 00:00:00,90
1998-08-01 00:00:00,91
1998-08-01 00:00:00,96
1998-08-01 00:00:00,99
1998-08-01 00:00:00,123
1998-08-01 00:00:00,125
1998-08-01 00:00:00,132
1998-08-01 00:00:00,135
1998-08-01 00:00:00,145
1998-08-01 00:00:00,146
1998-08-01 00:00:00,161
1998-08-01 00:00:00,172
1998-08-01 00:00:00,178
1998-08-01 00:00:00,184
1998-08-01 00:00:00,191
1998-08-01 00:00:00,222
1998-08-01 00:00:00,239
1998-08-01 00:00:00,266
1998-08-01 00:00:00,271
1998-08-01 00:00:00,277
1998-08-01 00:00:00,348
1998-08-01 00:00:00,367
1998-08-01 00:00:00,369
1998-08-01 00:00:00,392
1998-08-01 00:00:00,546
1998-08-01 00:00:00,612
1998-09-01 00:00:00,-302
1998-09-01 00:00:00,-139
1998-09-01 00:00:00,-53
1998-09-01 00:00:00,-24
1998-09-01 00:00:00,-13
1998-09-01 00:00:00,11
1998-09-01 00:00:00,20
1998-09-01 00:00:00,29
1998-09-01 00:00:00,30
1998-09-01 00:00:00,34
1998-09-01 00:00:00,35
1998-09-01 00:00:00,36
1998-09-01 00:00:00,39
1998-09-01 00:00:00,43
1998-09-01 00:00:00,46
1998-09-01 00:00:00,47
1998-09-01 00:00:00,51
1998-09-01 00:00:00,52
1998-09-01 00:00:00,57
1998-09-01 00:00:00,62
1998-09-01 00:00:00,64
1998-09-01 00:00:00,65
1998-09-01 00:00:00,67
1998-09-01 00:00:00,71
1998-09-01 00:00:00,72
1998-09-01 00:00:00,74
1998-09-01 00:00:00,75
1998-09-01 00:00:00,79
1998-09-01 00:00:00,80
1998-09-01 00:00:00,82
1998-09-01 00:00:00,83
1998-09-01 00:00:00,84
1998-09-01 00:00:00,87
1998-09-01 00:00:00,90
1998-09-01 00:00:00,94
1998-09-01 00:00:00,99
1998-09-01 00:00:00,114
1998-09-01 00:00:00,118
1998-09-01 00:00:00,130
1998-09-01 00:00:00,134
1998-09-01 00:00:00,145
1998-09-01 00:00:00,150
1998-09-01 00:00:00,155
1998-09-01 00:00:00,169
1998-09-01 00:00:00,176
1998-09-01 00:00:00,179
1998-09-01 00:00:00,225
1998-09-01 00:00:00,239
1998-09-01 00:00:00,249
1998-09-01 00:00:00,295
1998-09-01 00:00:00,318
1998-09-01 00:00:00,336
1998-09-01 00:00:00,370
1998-09-01 00:00:00,474
1998-09-01 00:00:00,516
1998-10-01 00:00:00,-255
1998-10-01 00:00:00,-75
1998-10-01 00:00:00,-56
1998-10-01 00:00:00,-24
1998-10-01 00:00:00,-13
1998-10-01 00:00:00,13
1998-10-01 00:00:00,23
1998-10-01 00:00:00,29
1998-10-01 00:00:00,31
1998-10-01 00:00:00,32
1998-10-01 00:00:00,35
1998-10-01 00:00:00,36
1998-10-01 00:00:00,37
1998-10-01 00:00:00,39
1998-10-01 00:00:00,43
1998-10-01 00:00:00,47
1998-10-01 00:00:00,51
1998-10-01 00:00:00,53
1998-10-01 00:00:00,56
1998-10-01 00:00:00,59
1998-10-01 00:00:00,64
1998-10-01 00:00:00,65
1998-10-01 00:00:00,66
1998-10-01 00:00:00,67
1998-10-01 00:00:00,69
1998-10-01 00:00:00,70
1998-10-01 00:00:00,71
1998-10-01 00:00:00,77
1998-10-01 00:00:00,84
1998-10-01 00:00:00,94
1998-10-01 00:00:00,98
1998-10-01 00:00:00,99
1998-10-01 00:00:00,110
1998-10-01 00:00:00,111
1998-10-01 00:00:00,115
1998-10-01 00:00:00,116
1998-10-01 00:00:00,123
1998-10-01 00:00:00,127
1998-10-01 00:00:00,133
1998-10-01 00:00:00,134
1998-10-01 00:00:00,157
1998-10-01 00:00:00,161
1998-10-01 00:00:00,173
1998-10-01 00:00:00,176
1998-10-01 00:00:00,179
1998-10-01 00:00:00,188
1998-10-01 00:00:00,213
1998-10-01 00:00:00,239
1998-10-01 00:00:00,258
1998-10-01 00:00:00,281
1998-10-01 00:00:00,312
1998-10-01 00:00:00,341
1998-10-01 00:00:00,390
1998-10-01 00:00:00,402
1998-10-01 00:00:00,526
1998-11-01 00:00:00,-245
1998-11-01 00:00:00,-65
1998-11-01 00:00:00,-60
1998-11-01 00:00:00,-27
1998-11-01 00:00:00,3
1998-11-01 00:00:00,13
1998-11-01 00:00:00,24
1998-11-01 00:00:00,30
1998-11-01 00:00:00,34
1998-11-01 00:00:00,35
1998-11-01 00:00:00,38
1998-11-01 00:00:00,40
1998-11-01 00:00:00,41
1998-11-01 00:00:00,42
1998-11-01 00:00:00,43
1998-11-01 00:00:00,47
1998-11-01 00:00:00,48
1998-11-01 00:00:00,52
1998-11-01 00:00:00,54
1998-11-01 00:00:00,62
1998-11-01 00:00:00,66
1998-11-01 00:00:00,67
1998-11-01 00:00:00,68
1998-11-01 00:00:00,69
1998-11-01 00:00:00,71
1998-11-01 00:00:00,73
1998-11-01 00:00:00,75
1998-11-01 00:00:00,78
1998-11-01 00:00:00,79
1998-11-01 00:00:00,81
1998-11-01 00:00:00,86
1998-11-01 00:00:00,88
1998-11-01 00:00:00,89
1998-11-01 00:00:00,93
1998-11-01 00:00:00,102
1998-11-01 00:00:00,103
1998-11-01 00:00:00,112
1998-11-01 00:00:00,114
1998-11-01 00:00:00,117
1998-11-01 00:00:00,119
1998-11-01 00:00:00,130
1998-11-01 00:00:00,143
1998-11-01 00:00:00,165
1998-11-01 00:00:00,168
1998-11-01 00:00:00,172
1998-11-01 00:00:00,182
1998-11-01 00:00:00,195
1998-11-01 00:00:00,212
1998-11-01 00:00:00,239
1998-11-01 00:00:00,265
1998-11-01 00:00:00,300
1998-11-01 00:00:00,304
1998-11-01 00:00:00,331
1998-11-01 00:00:00,374
1998-11-01 00:00:00,379
1998-11-01 00:00:00,464
1998-12-01 00:00:00,-294
1998-12-01 00:00:00,-93
1998-12-01 00:00:00,-69
1998-12-01 00:00:00,-32
1998-12-01 00:00:00,-25
1998-12-01 00:00:00,14
1998-12-01 00:00:00,25
1998-12-01 00:00:00,32
1998-12-01 00:00:00,35
1998-12-01 00:00:00,36
1998-12-01 00:00:00,38
1998-12-01 00:00:00,43
1998-12-01 00:00:00,44
1998-12-01 00:00:00,45
1998-12-01 00:00:00,46
1998-12-01 00:00:00,49
1998-12-01 00:00:00,51
1998-12-01 00:00:00,52
1998-12-01 00:00:00,56
1998-12-01 00:00:00,57
1998-12-01 00:00:00,60
1998-12-01 00:00:00,63
1998-12-01 00:00:00,65
1998-12-01 00:00:00,66
1998-12-01 00:00:00,68
1998-12-01 00:00:00,69
1998-12-01 00:00:00,71
1998-12-01 00:00:00,73
1998-12-01 00:00:00,74
1998-12-01 00:00:00,75
1998-12-01 00:00:00,76
1998-12-01 00:00:00,79
1998-12-01 00:00:00,80
1998-12-01 00:00:00,85
1998-12-01 00:00:00,96
1998-12-01 00:00:00,101
1998-12-01 00:00:00,104
1998-12-01 00:00:00,112
1998-12-01 00:00:00,120
1998-12-01 00:00:00,124
1998-12-01 00:00:00,133
1998-12-01 00:00:00,145
1998-12-01 00:00:00,153
1998-12-01 00:00:00,174
1998-12-01 00:00:00,179
1998-12-01 00:00:00,185
1998-12-01 00:00:00,186
1998-12-01 00:00:00,187
1998-12-01 00:00:00,251
1998-12-01 00:00:00,284
1998-12-01 00:00:00,310
1998-12-01 00:00:00,329
1998-12-01 00:00:00,360
1998-12-01 00:00:00,407
1998-12-01 00:00:00,420
1998-12-01 00:00:00,443
1998-12-01 00:00:00,453
1999-01-01 00:00:00,-245
1999-01-01 00:00:00,-44
1999-01-01 00:00:00,-27
1999-01-01 00:00:00,-26
1999-01-01 00:00:00,11
1999-01-01 00:00:00,26
1999-01-01 00:00:00,27
1999-01-01 00:00:00,31
1999-01-01 00:00:00,34
1999-01-01 00:00:00,36
1999-01-01 00:00:00,42
1999-01-01 00:00:00,47
1999-01-01 00:00:00,48
1999-01-01 00:00:00,50
1999-01-01 00:00:00,51
1999-01-01 00:00:00,53
1999-01-01 00:00:00,54
1999-01-01 00:00:00,55
1999-01-01 00:00:00,56
1999-01-01 00:00:00,62
1999-01-01 00:00:00,63
1999-01-01 00:00:00,66
1999-01-01 00:00:00,68
1999-01-01 00:00:00,72
1999-01-01 00:00:00,73
1999-01-01 00:00:00,75
1999-01-01 00:00:00,76
1999-01-01 00:00:00,77
1999-01-01 00:00:00,80
1999-01-01 00:00:00,81
1999-01-01 00:00:00,83
1999-01-01 00:00:00,87
1999-01-01 00:00:00,89
1999-01-01 00:00:00,92
1999-01-01 00:00:00,93
1999-01-01 00:00:00,103
1999-01-01 00:00:00,105
1999-01-01 00:00:00,107
1999-01-01 00:00:00,108
1999-01-01 00:00:00,111
1999-01-01 00:00:00,113
1999-01-01 00:00:00,116
1999-01-01 00:00:00,126
1999-01-01 00:00:00,130
1999-01-01 00:00:00,139
1999-01-01 00:00:00,145
1999-01-01 00:00:00,171
1999-01-01 00:00:00,186
1999-01-01 00:00:00,201
1999-01-01 00:00:00,228
1999-01-01 00:00:00,238
1999-01-01 00:00:00,245
1999-01-01 00:00:00,262
1999-01-01 00:00:00,301
1999-01-01 00:00:00,312
1999-01-01 00:00:00,407
1999-01-01 00:00:00,422
1999-02-01 00:00:00,-240
1999-02-01 00:00:00,-60
1999-02-01 00:00:00,-33
1999-02-01 00:00:00,-26
1999-02-01 00:00:00,18
1999-02-01 00:00:00,27
1999-02-01 00:00:00,28
1999-02-01 00:00:00,31
1999-02-01 00:00:00,34
1999-02-01 00:00:00,35
1999-02-01 00:00:00,38
1999-02-01 00:00:00,39
1999-02-01 00:00:00,41
1999-02-01 00:00:00,43
1999-02-01 00:00:00,47
1999-02-01 00:00:00,48
1999-02-01 00:00:00,56
1999-02-01 00:00:00,60
1999-02-01 00:00:00,61
1999-02-01 00:00:00,62
1999-02-01 00:00:00,63
1999-02-01 00:00:00,65
1999-02-01 00:00:00,68
1999-02-01 00:00:00,69
1999-02-01 00:00:00,73
1999-02-01 00:00:00,74
1999-02-01 00:00:00,75
1999-02-01 00:00:00,76
1999-02-01 00:00:00,80
1999-02-01 00:00:00,81
1999-02-01 00:00:00,84
1999-02-01 00:00:00,90
1999-02-01 00:00:00,103
1999-02-01 00:00:00,107
1999-02-01 00:00:00,109
1999-02-01 00:00:00,112
1999-02-01 00:00:00,114
1999-02-01 00:00:00,120
1999-02-01 00:00:00,128
1999-02-01 00:00:00,137
1999-02-01 00:00:00,144
1999-02-01 00:00:00,150
1999-02-01 00:00:00,169
1999-02-01 00:00:00,170
1999-02-01 00:00:00,195
1999-02-01 00:00:00,206
1999-02-01 00:00:00,229
1999-02-01 00:00:00,252
1999-02-01 00:00:00,255
1999-02-01 00:00:00,294
1999-02-01 00:00:00,311
1999-02-01 00:00:00,352
1999-02-01 00:00:00,387
1999-02-01 00:00:00,395
1999-03-01 00:00:00,-245
1999-03-01 00:00:00,-62
1999-03-01 00:00:00,-32
1999-03-01 00:00:00,-27
1999-03-01 00:00:00,16
1999-03-01 00:00:00,18
1999-03-01 00:00:00,25
1999-03-01 00:00:00,27
1999-03-01 00:00:00,31
1999-03-01 00:00:00,32
1999-03-01 00:00:00,35
1999-03-01 00:00:00,37
1999-03-01 00:00:00,42
1999-03-01 00:00:00,43
1999-03-01 00:00:00,47
1999-03-01 00:00:00,48
1999-03-01 00:00:00,49
1999-03-01 00:00:00,55
1999-03-01 00:00:00,62
1999-03-01 00:00:00,63
1999-03-01 00:00:00,64
1999-03-01 00:00:00,66
1999-03-01 00:00:00,70
1999-03-01 00:00:00,71
1999-03-01 00:00:00,72
1999-03-01 00:00:00,73
1999-03-01 00:00:00,77
1999-03-01 00:00:00,84
1999-03-01 00:00:00,87
1999-03-01 00:00:00,89
1999-03-01 00:00:00,104
1999-03-01 00:00:00,105
1999-03-01 00:00:00,108
1999-03-01 00:00:00,109
1999-03-01 00:00:00,117
1999-03-01 00:00:00,125
1999-03-01 00:00:00,126
1999-03-01 00:00:00,132
1999-03-01 00:00:00,139
1999-03-01 00:00:00,158
1999-03-01 00:00:00,163
1999-03-01 00:00:00,173
1999-03-01 00:00:00,186
1999-03-01 00:00:00,213
1999-03-01 00:00:00,239
1999-03-01 00:00:00,253
1999-03-01 00:00:00,268
1999-03-01 00:00:00,284
1999-03-01 00:00:00,301
1999-03-01 00:00:00,324
1999-03-01 00:00:00,405
1999-03-01 00:00:00,420
1999-04-01 00:00:00,-260
1999-04-01 00:00:00,-59
1999-04-01 00:00:00,-32
1999-04-01 00:00:00,-20
1999-04-01 00:00:00,-13
1999-04-01 00:00:00,26
1999-04-01 00:00:00,28
1999-04-01 00:00:00,32
1999-04-01 00:00:00,33
1999-04-01 00:00:00,36
1999-04-01 00:00:00,37
1999-04-01 00:00:00,40
1999-04-01 00:00:00,43
1999-04-01 00:00:00,44
1999-04-01 00:00:00,45
1999-04-01 00:00:00,51
1999-04-01 00:00:00,52
1999-04-01 00:00:00,58
1999-04-01 00:00:00,60
1999-04-01 00:00:00,63
1999-04-01 00:00:00,64
1999-04-01 00:00:00,65
1999-04-01 00:00:00,67
1999-04-01 00:00:00,68
1999-04-01 00:00:00,70
1999-04-01 00:00:00,72
1999-04-01 00:00:00,73
1999-04-01 00:00:00,74
1999-04-01 00:00:00,75
1999-04-01 00:00:00,82
1999-04-01 00:00:00,84
1999-04-01 00:00:00,87
1999-04-01 00:00:00,91
1999-04-01 00:00:00,98
1999-04-01 00:00:00,100
1999-04-01 00:00:00,102
1999-04-01 00:00:00,112
1999-04-01 00:00:00,117
1999-04-01 00:00:00,132
1999-04-01 00:00:00,134
1999-04-01 00:00:00,145
1999-04-01 00:00:00,155
1999-04-01 00:00:00,163
1999-04-01 00:00:00,173
1999-04-01 00:00:00,176
1999-04-01 00:00:00,178
1999-04-01 00:00:00,239
1999-04-01 00:00:00,247
1999-04-01 00:00:00,265
1999-04-01 00:00:00,318
1999-04-01 00:00:00,325
1999-04-01 00:00:00,335
1999-04-01 00:00:00,378
1999-04-01 00:00:00,428
1999-04-01 00:00:00,451
1999-05-01 00:00:00,-265
1999-05-01 00:00:00,-52
1999-05-01 00:00:00,-37
1999-05-01 00:00:00,-32
1999-05-01 00:00:00,-21
1999-05-01 00:00:00,29
1999-05-01 00:00:00,30
1999-05-01 00:00:00,34
1999-05-01 00:00:00,37
1999-05-01 00:00:00,38
1999-05-01 00:00:00,42
1999-05-01 00:00:00,43
1999-05-01 00:00:00,45
1999-05-01 00:00:00,53
1999-05-01 00:00:00,56
1999-05-01 00:00:00,58
1999-05-01 00:00:00,59
1999-05-01 00:00:00,61
1999-05-01 00:00:00,62
1999-05-01 00:00:00,63
1999-05-01 00:00:00,65
1999-05-01 00:00:00,66
1999-05-01 00:00:00,68
1999-05-01 00:00:00,71
1999-05-01 00:00:00,72
1999-05-01 00:00:00,74
1999-05-01 00:00:00,75
1999-05-01 00:00:00,77
1999-05-01 00:00:00,80
1999-05-01 00:00:00,82
1999-05-01 00:00:00,90
1999-05-01 00:00:00,92
1999-05-01 00:00:00,96
1999-05-01 00:00:00,104
1999-05-01 00:00:00,107
