none_Date_ok,none_State_nk,sum_Profit_ok
1998-03-01 00:00:00,New Mexico,9
1998-03-01 00:00:00,New York,543
1998-03-01 00:00:00,Ohio,357
1998-03-01 00:00:00,Oklahoma,243
1998-03-01 00:00:00,Oregon,416
1998-03-01 00:00:00,Texas,531
1998-03-01 00:00:00,Utah,256
1998-03-01 00:00:00,Washington,395
1998-03-01 00:00:00,Wisconsin,309
1998-04-01 00:00:00,California,1010
1998-04-01 00:00:00,Colorado,594
1998-04-01 00:00:00,Connecticut,272
1998-04-01 00:00:00,Florida,408
1998-04-01 00:00:00,Illinois,1036
1998-04-01 00:00:00,Iowa,734
1998-04-01 00:00:00,Louisiana,228
1998-04-01 00:00:00,Massachusetts,534
1998-04-01 00:00:00,Missouri,151
1998-04-01 00:00:00,Nevada,356
1998-04-01 00:00:00,New Hampshire,86
1998-04-01 00:00:00,New Mexico,28
1998-04-01 00:00:00,New York,731
1998-04-01 00:00:00,Ohio,370
1998-04-01 00:00:00,Oklahoma,277
1998-04-01 00:00:00,Oregon,416
1998-04-01 00:00:00,Texas,507
1998-04-01 00:00:00,Utah,277
1998-04-01 00:00:00,Washington,368
1998-04-01 00:00:00,Wisconsin,287
1998-05-01 00:00:00,California,1093
1998-05-01 00:00:00,Colorado,598
1998-05-01 00:00:00,Connecticut,253
1998-05-01 00:00:00,Florida,440
1998-05-01 00:00:00,Illinois,1102
1998-05-01 00:00:00,Iowa,781
1998-05-01 00:00:00,Louisiana,231
1998-05-01 00:00:00,Massachusetts,548
1998-05-01 00:00:00,Missouri,133
1998-05-01 00:00:00,Nevada,383
1998-05-01 00:00:00,New Hampshire,99
1998-05-01 00:00:00,New Mexico,38
1998-05-01 00:00:00,New York,720
1998-05-01 00:00:00,Ohio,359
1998-05-01 00:00:00,Oklahoma,279
1998-05-01 00:00:00,Oregon,400
1998-05-01 00:00:00,Texas,547
1998-05-01 00:00:00,Utah,262
1998-05-01 00:00:00,Washington,378
1998-05-01 00:00:00,Wisconsin,303
1998-06-01 00:00:00,California,1185
1998-06-01 00:00:00,Colorado,620
1998-06-01 00:00:00,Connecticut,212
1998-06-01 00:00:00,Florida,491
1998-06-01 00:00:00,Illinois,1160
1998-06-01 00:00:00,Iowa,821
1998-06-01 00:00:00,Louisiana,227
1998-06-01 00:00:00,Massachusetts,668
1998-06-01 00:00:00,Missouri,104
1998-06-01 00:00:00,Nevada,448
1998-06-01 00:00:00,New Hampshire,125
1998-06-01 00:00:00,New Mexico,43
1998-06-01 00:00:00,New York,912
1998-06-01 00:00:00,Ohio,363
1998-06-01 00:00:00,Oklahoma,306
1998-06-01 00:00:00,Oregon,402
1998-06-01 00:00:00,Texas,556
1998-06-01 00:00:00,Utah,246
1998-06-01 00:00:00,Washington,372
1998-06-01 00:00:00,Wisconsin,310
1998-07-01 00:00:00,California,1202
1998-07-01 00:00:00,Colorado,604
1998-07-01 00:00:00,Connecticut,198
1998-07-01 00:00:00,Florida,545
1998-07-01 00:00:00,Illinois,1237
1998-07-01 00:00:00,Iowa,854
1998-07-01 00:00:00,Louisiana,202
1998-07-01 00:00:00,Massachusetts,688
1998-07-01 00:00:00,Missouri,135
1998-07-01 00:00:00,Nevada,520
1998-07-01 00:00:00,New Hampshire,139
1998-07-01 00:00:00,New Mexico,78
1998-07-01 00:00:00,New York,857
1998-07-01 00:00:00,Ohio,378
1998-07-01 00:00:00,Oklahoma,335
1998-07-01 00:00:00,Oregon,414
1998-07-01 00:00:00,Texas,556
1998-07-01 00:00:00,Utah,276
1998-07-01 00:00:00,Washington,372
1998-07-01 00:00:00,Wisconsin,315
1998-08-01 00:00:00,California,1269
1998-08-01 00:00:00,Colorado,621
1998-08-01 00:00:00,Connecticut,175
1998-08-01 00:00:00,Florida,529
1998-08-01 00:00:00,Illinois,1191
1998-08-01 00:00:00,Iowa,871
1998-08-01 00:00:00,Louisiana,253
1998-08-01 00:00:00,Massachusetts,685
1998-08-01 00:00:00,Missouri,80
1998-08-01 00:00:00,Nevada,472
1998-08-01 00:00:00,New Hampshire,136
1998-08-01 00:00:00,New Mexico,48
1998-08-01 00:00:00,New York,570
1998-08-01 00:00:00,Ohio,347
1998-08-01 00:00:00,Oklahoma,338
1998-08-01 00:00:00,Oregon,412
1998-08-01 00:00:00,Texas,595
1998-08-01 00:00:00,Utah,248
1998-08-01 00:00:00,Washington,392
1998-08-01 00:00:00,Wisconsin,334
1998-09-01 00:00:00,California,1122
1998-09-01 00:00:00,Colorado,596
1998-09-01 00:00:00,Connecticut,231
1998-09-01 00:00:00,Florida,421
1998-09-01 00:00:00,Illinois,1025
1998-09-01 00:00:00,Iowa,786
1998-09-01 00:00:00,Louisiana,262
1998-09-01 00:00:00,Massachusetts,563
1998-09-01 00:00:00,Missouri,79
1998-09-01 00:00:00,Nevada,287
1998-09-01 00:00:00,New Hampshire,93
1998-09-01 00:00:00,New Mexico,4
1998-09-01 00:00:00,New York,516
1998-09-01 00:00:00,Ohio,352
1998-09-01 00:00:00,Oklahoma,292
1998-09-01 00:00:00,Oregon,409
1998-09-01 00:00:00,Texas,552
1998-09-01 00:00:00,Utah,217
1998-09-01 00:00:00,Washington,394
1998-09-01 00:00:00,Wisconsin,307
1998-10-01 00:00:00,California,1053
1998-10-01 00:00:00,Colorado,638
1998-10-01 00:00:00,Connecticut,260
1998-10-01 00:00:00,Florida,373
1998-10-01 00:00:00,Illinois,1017
1998-10-01 00:00:00,Iowa,739
1998-10-01 00:00:00,Louisiana,302
1998-10-01 00:00:00,Massachusetts,477
1998-10-01 00:00:00,Missouri,101
1998-10-01 00:00:00,Nevada,338
1998-10-01 00:00:00,New Hampshire,81
1998-10-01 00:00:00,New Mexico,13
1998-10-01 00:00:00,New York,766
1998-10-01 00:00:00,Ohio,330
1998-10-01 00:00:00,Oklahoma,284
1998-10-01 00:00:00,Oregon,421
1998-10-01 00:00:00,Texas,531
1998-10-01 00:00:00,Utah,269
1998-10-01 00:00:00,Washington,397
1998-10-01 00:00:00,Wisconsin,284
1998-11-01 00:00:00,California,923
1998-11-01 00:00:00,Colorado,594
1998-11-01 00:00:00,Connecticut,310
1998-11-01 00:00:00,Florida,337
1998-11-01 00:00:00,Illinois,915
1998-11-01 00:00:00,Iowa,662
1998-11-01 00:00:00,Louisiana,279
1998-11-01 00:00:00,Massachusetts,499
1998-11-01 00:00:00,Missouri,139
1998-11-01 00:00:00,Nevada,313
1998-11-01 00:00:00,New Hampshire,75
1998-11-01 00:00:00,New Mexico,23
1998-11-01 00:00:00,New York,721
1998-11-01 00:00:00,Ohio,395
1998-11-01 00:00:00,Oklahoma,309
1998-11-01 00:00:00,Oregon,467
1998-11-01 00:00:00,Texas,497
1998-11-01 00:00:00,Utah,309
1998-11-01 00:00:00,Washington,385
1998-11-01 00:00:00,Wisconsin,247
1998-12-01 00:00:00,California,978
1998-12-01 00:00:00,Colorado,559
1998-12-01 00:00:00,Connecticut,262
1998-12-01 00:00:00,Florida,415
1998-12-01 00:00:00,Illinois,1039
1998-12-01 00:00:00,Iowa,777
1998-12-01 00:00:00,Louisiana,235
1998-12-01 00:00:00,Massachusetts,518
1998-12-01 00:00:00,Missouri,145
1998-12-01 00:00:00,Nevada,379
1998-12-01 00:00:00,New Hampshire,89
1998-12-01 00:00:00,New Mexico,51
1998-12-01 00:00:00,New York,753
1998-12-01 00:00:00,Ohio,387
1998-12-01 00:00:00,Oklahoma,353
1998-12-01 00:00:00,Oregon,444
1998-12-01 00:00:00,Texas,502
1998-12-01 00:00:00,Utah,307
1998-12-01 00:00:00,Washington,371
1998-12-01 00:00:00,Wisconsin,247
1999-01-01 00:00:00,California,1611.2327218929995
1999-01-01 00:00:00,Colorado,911.5775070671223
1999-01-01 00:00:00,Connecticut,500.1989397752925
1999-01-01 00:00:00,Florida,523.5727220077833
1999-01-01 00:00:00,Illinois,1421.1259597354106
1999-01-01 00:00:00,Iowa,1017.5386531877446
1999-01-01 00:00:00,Louisiana,403.587306547666
1999-01-01 00:00:00,Massachusetts,808.7328652441647
1999-01-01 00:00:00,Missouri,194.78151860408587
1999-01-01 00:00:00,Nevada,367.7475071245148
1999-01-01 00:00:00,New Hampshire,68.56309454863836
1999-01-01 00:00:00,New York,797.8251002023351
1999-01-01 00:00:00,Ohio,598.368825151752
1999-01-01 00:00:00,Oklahoma,375.53876786867727
1999-01-01 00:00:00,Oregon,691.8639540817135
1999-01-01 00:00:00,Texas,785.3590830116741
1999-01-01 00:00:00,Utah,369.3057592733469
1999-01-01 00:00:00,Washington,631.0921202772382
1999-01-01 00:00:00,Wisconsin,462.80088820330815
1999-02-01 00:00:00,California,1553.7999998360224
1999-02-01 00:00:00,Colorado,923.0788919751728
1999-02-01 00:00:00,Connecticut,458.5713466564768
1999-02-01 00:00:00,Florida,535.7419292653337
1999-02-01 00:00:00,Illinois,1429.1398279294074
1999-02-01 00:00:00,Iowa,1004.7016235806947
1999-02-01 00:00:00,Louisiana,390.3050620409494
1999-02-01 00:00:00,Massachusetts,739.0567334463605
1999-02-01 00:00:00,Missouri,195.89455585325214
1999-02-01 00:00:00,Nevada,430.3744030109323
1999-02-01 00:00:00,New Hampshire,109.81967525106549
1999-02-01 00:00:00,New Mexico,2.968099331109798
1999-02-01 00:00:00,New York,891.913848998518
1999-02-01 00:00:00,Ohio,537.2259789308883
1999-02-01 00:00:00,Oklahoma,347.2676217398563
1999-02-01 00:00:00,Oregon,618.8487105364101
1999-02-01 00:00:00,Texas,811.7751670585521
1999-02-01 00:00:00,Utah,372.49646605429007
1999-02-01 00:00:00,Washington,611.4284622086358
1999-02-01 00:00:00,Wisconsin,455.60324732536674
1999-03-01 00:00:00,California,1555.2840495015773
1999-03-01 00:00:00,Colorado,884.4936006707447
1999-03-01 00:00:00,Connecticut,430.3744030109325
1999-03-01 00:00:00,Florida,553.5505252519931
1999-03-01 00:00:00,Illinois,1454.368672243842
1999-03-01 00:00:00,Iowa,1047.739063881788
1999-03-01 00:00:00,Louisiana,372.4964660542902
1999-03-01 00:00:00,Massachusetts,764.2855777607937
1999-03-01 00:00:00,Missouri,210.73505250880146
1999-03-01 00:00:00,Nevada,476.3799426431354
1999-03-01 00:00:00,New Hampshire,124.66017190661492
1999-03-01 00:00:00,New Mexico,13.356446989994378
1999-03-01 00:00:00,New York,805.8389683963329
1999-03-01 00:00:00,Ohio,529.8057306031137
1999-03-01 00:00:00,Oklahoma,360.624068729851
1999-03-01 00:00:00,Oregon,617.3646608708555
1999-03-01 00:00:00,Texas,788.0303724096739
1999-03-01 00:00:00,Utah,379.9167143820645
1999-03-01 00:00:00,Washington,586.1996178942012
1999-03-01 00:00:00,Wisconsin,458.57134665647675
1999-04-01 00:00:00,California,1498.8901622104897
1999-04-01 00:00:00,Colorado,881.5255013396342
1999-04-01 00:00:00,Connecticut,403.66150903094416
1999-04-01 00:00:00,Florida,605.4922635464158
1999-04-01 00:00:00,Illinois,1537.4754535149184
1999-04-01 00:00:00,Iowa,1089.292454517326
1999-04-01 00:00:00,Louisiana,338.3633237465263
1999-04-01 00:00:00,Massachusetts,792.4825214063374
1999-04-01 00:00:00,Missouri,224.09149949879588
1999-04-01 00:00:00,Nevada,528.3216809375591
1999-04-01 00:00:00,New Hampshire,127.62827123772483
1999-04-01 00:00:00,New Mexico,41.55339063553837
1999-04-01 00:00:00,New York,1084.8403055206609
1999-04-01 00:00:00,Ohio,549.0983762553275
1999-04-01 00:00:00,Oklahoma,411.0817573587186
1999-04-01 00:00:00,Oregon,617.3646608708549
1999-04-01 00:00:00,Texas,752.4131804363541
1999-04-01 00:00:00,Utah,411.0817573587184
1999-04-01 00:00:00,Washington,546.1302769242185
1999-04-01 00:00:00,Wisconsin,425.922254014268
1999-05-01 00:00:00,California,1508.521644539943
1999-05-01 00:00:00,Colorado,825.3393810017255
1999-05-01 00:00:00,Connecticut,349.18204580842166
1999-05-01 00:00:00,Florida,607.2731231450808
1999-05-01 00:00:00,Illinois,1520.9431402406376
1999-05-01 00:00:00,Iowa,1077.9097935825205
1999-05-01 00:00:00,Louisiana,318.8183896511678
1999-05-01 00:00:00,Massachusetts,756.3310715534199
1999-05-01 00:00:00,Missouri,183.56210313249053
1999-05-01 00:00:00,Nevada,528.603650374014
1999-05-01 00:00:00,New Hampshire,136.63645270764326
1999-05-01 00:00:00,New Mexico,52.446315180711515
1999-05-01 00:00:00,New York,993.7196560555899
1999-05-01 00:00:00,Ohio,495.479661838828
1999-05-01 00:00:00,Oklahoma,385.06636672154025
1999-05-01 00:00:00,Oregon,552.0664755864381
1999-05-01 00:00:00,Texas,754.9509053644538
1999-05-01 00:00:00,Utah,361.6035415091167
1999-05-01 00:00:00,Washington,521.7028194291836
1999-05-01 00:00:00,Wisconsin,418.1903552567268
1999-06-01 00:00:00,California,1635.4969339248225
1999-06-01 00:00:00,Colorado,855.7030371589775
1999-06-01 00:00:00,Connecticut,292.59523206081155
1999-06-01 00:00:00,Florida,677.6615987823523
1999-06-01 00:00:00,Illinois,1600.9927792006704
1999-06-01 00:00:00,Iowa,1133.1164411411646
1999-06-01 00:00:00,Louisiana,313.29772489530353
1999-06-01 00:00:00,Massachusetts,921.9510142293515
1999-06-01 00:00:00,Missouri,143.53728365247375
1999-06-01 00:00:00,Nevada,618.3144526568113
1999-06-01 00:00:00,New Hampshire,172.52077362076184
1999-06-01 00:00:00,New Mexico,59.34714612554215
1999-06-01 00:00:00,New York,1258.711564337078
1999-06-01 00:00:00,Ohio,501.0003265946923
1999-06-01 00:00:00,Oklahoma,422.33085382362464
1999-06-01 00:00:00,Oregon,554.8268079643699
1999-06-01 00:00:00,Texas,767.3724010651478
1999-06-01 00:00:00,Utah,339.52088248565923
1999-06-01 00:00:00,Washington,513.4218222953868
1999-06-01 00:00:00,Wisconsin,427.85151857948944
1999-07-01 00:00:00,California,1658.9597591372446
1999-07-01 00:00:00,Colorado,833.6203781355216
1999-07-01 00:00:00,Connecticut,273.2729054152865
1999-07-01 00:00:00,Florida,752.1905729865216
1999-07-01 00:00:00,Illinois,1707.2655757510588
1999-07-01 00:00:00,Iowa,1178.6619253770448
1999-07-01 00:00:00,Louisiana,278.79357017115103
1999-07-01 00:00:00,Massachusetts,949.5543380086731
1999-07-01 00:00:00,Missouri,186.32243551042268
1999-07-01 00:00:00,Nevada,717.6864182623688
1999-07-01 00:00:00,New Hampshire,191.84310026628714
1999-07-01 00:00:00,New Mexico,107.65296273935539
1999-07-01 00:00:00,New York,1182.802423943943
1999-07-01 00:00:00,Ohio,521.702819429184
1999-07-01 00:00:00,Oklahoma,462.35567330364177
1999-07-01 00:00:00,Oregon,571.3888022319636
1999-07-01 00:00:00,Texas,767.3724010651482
1999-07-01 00:00:00,Utah,380.925868154642
1999-07-01 00:00:00,Washington,513.421822295387
1999-07-01 00:00:00,Wisconsin,434.7523495243197
1999-08-01 00:00:00,California,1751.4308937979763
1999-08-01 00:00:00,Colorado,857.0832033479459
1999-08-01 00:00:00,Connecticut,241.5290830690663
1999-08-01 00:00:00,Florida,730.1079139630647
1999-08-01 00:00:00,Illinois,1643.7779310586186
1999-08-01 00:00:00,Iowa,1202.124750589469
1999-08-01 00:00:00,Louisiana,349.1820458084219
1999-08-01 00:00:00,Massachusetts,945.4138394417749
1999-08-01 00:00:00,Missouri,110.41329511728748
1999-08-01 00:00:00,Nevada,651.4384411919966
1999-08-01 00:00:00,New Hampshire,187.70260169938877
1999-08-01 00:00:00,New Mexico,66.24797707037249
1999-08-01 00:00:00,New York,786.694727710675
1999-08-01 00:00:00,Ohio,478.9176675712359
1999-08-01 00:00:00,Oklahoma,466.4961718705405
1999-08-01 00:00:00,Oregon,568.628469854032
1999-08-01 00:00:00,Texas,821.198882434827
1999-08-01 00:00:00,Utah,342.2812148635914
1999-08-01 00:00:00,Washington,541.0251460747088
1999-08-01 00:00:00,Wisconsin,460.97550711467574
1999-09-01 00:00:00,California,1665.1037247526428
1999-09-01 00:00:00,Colorado,884.493600670745
1999-09-01 00:00:00,Connecticut,342.81547274319166
1999-09-01 00:00:00,Florida,624.7849091986299
1999-09-01 00:00:00,Illinois,1521.150907193814
1999-09-01 00:00:00,Iowa,1166.4630371261835
1999-09-01 00:00:00,Louisiana,388.8210123753944
1999-09-01 00:00:00,Massachusetts,835.5199617074313
1999-09-01 00:00:00,Missouri,117.23992357884029
1999-09-01 00:00:00,Nevada,425.92225401426833
1999-09-01 00:00:00,New Hampshire,138.0166188966095
1999-09-01 00:00:00,New Mexico,5.936198662219695
1999-09-01 00:00:00,New York,765.7696274263501
1999-09-01 00:00:00,Ohio,522.3854822753391
1999-09-01 00:00:00,Oklahoma,433.3425023420426
1999-09-01 00:00:00,Oregon,606.9763132119706
1999-09-01 00:00:00,Texas,819.1954153863269
1999-09-01 00:00:00,Utah,322.03877742542215
1999-09-01 00:00:00,Washington,584.7155682286468
1999-09-01 00:00:00,Wisconsin,455.6032473253665
1999-10-01 00:00:00,California,1562.7042978293514
1999-10-01 00:00:00,Colorado,946.8236866240525
1999-10-01 00:00:00,Connecticut,385.85291304428426
1999-10-01 00:00:00,Florida,553.5505252519922
1999-10-01 00:00:00,Illinois,1509.278509869374
1999-10-01 00:00:00,Iowa,1096.712702845101
1999-10-01 00:00:00,Louisiana,448.1829989975921
1999-10-01 00:00:00,Massachusetts,707.8916904697068
1999-10-01 00:00:00,Missouri,149.88901622104893
1999-10-01 00:00:00,Nevada,501.6087869575705
1999-10-01 00:00:00,New Hampshire,120.20802290995019
1999-10-01 00:00:00,New Mexico,19.292645652214297
1999-10-01 00:00:00,New York,1136.7820438150832
1999-10-01 00:00:00,Ohio,489.73638963313016
1999-10-01 00:00:00,Oklahoma,421.4701050176029
1999-10-01 00:00:00,Oregon,624.7849091986301
1999-10-01 00:00:00,Texas,788.0303724096729
1999-10-01 00:00:00,Utah,399.2093600342791
1999-10-01 00:00:00,Washington,589.1677172253111
1999-10-01 00:00:00,Wisconsin,421.47010501760303
1999-11-01 00:00:00,California,1369.7778413072099
1999-11-01 00:00:00,Colorado,881.5255013396347
1999-11-01 00:00:00,Connecticut,460.05539632203164
1999-11-01 00:00:00,Florida,500.1247372920152
1999-11-01 00:00:00,Illinois,1357.90544398277
1999-11-01 00:00:00,Iowa,982.4408785973704
1999-11-01 00:00:00,Louisiana,414.0498566898284
1999-11-01 00:00:00,Massachusetts,740.5407831119161
1999-11-01 00:00:00,Missouri,206.28290351213673
1999-11-01 00:00:00,Nevada,464.50754531869603
1999-11-01 00:00:00,New Hampshire,111.30372491662052
1999-11-01 00:00:00,New Mexico,34.133142307763634
1999-11-01 00:00:00,New York,1069.9998088651112
1999-11-01 00:00:00,Ohio,586.1996178942021
1999-11-01 00:00:00,Oklahoma,458.5713466564771
1999-11-01 00:00:00,Oregon,693.0511938141581
1999-11-01 00:00:00,Texas,737.5726837808053
1999-11-01 00:00:00,Utah,458.5713466564767
1999-11-01 00:00:00,Washington,571.3591212386523
1999-11-01 00:00:00,Wisconsin,366.56026739207016
1999-12-01 00:00:00,California,1451.4005729127323
1999-12-01 00:00:00,Colorado,829.5837630452122
1999-12-01 00:00:00,Connecticut,388.8210123753945
1999-12-01 00:00:00,Florida,615.8806112053007
1999-12-01 00:00:00,Illinois,1541.9276025115835
1999-12-01 00:00:00,Iowa,1153.106590136189
1999-12-01 00:00:00,Louisiana,348.7516714054106
1999-12-01 00:00:00,Massachusetts,768.7377267574595
1999-12-01 00:00:00,Missouri,215.1872015054662
1999-12-01 00:00:00,Nevada,562.4548232453221
1999-12-01 00:00:00,New Hampshire,132.08042023438972
1999-12-01 00:00:00,New Mexico,75.686532943302
1999-12-01 00:00:00,New York,1117.48939816287
1999-12-01 00:00:00,Ohio,574.3272205697626
1999-12-01 00:00:00,Oklahoma,523.8695319408945
1999-12-01 00:00:00,Oregon,658.9180515063942
1999-12-01 00:00:00,Texas,744.9929321085801
1999-12-01 00:00:00,Utah,455.603247325366
1999-12-01 00:00:00,Washington,550.582425920883
1999-12-01 00:00:00,Wisconsin,366.56026739207016
