none_Customer_State_nk,none_Prod_TypeB_nk,none_Product_Container_nk,sum_Discount_ok
DELAWARE,FURNITURE,LARGE BOX,2.5300000000000007
DELAWARE,FURNITURE,MEDIUM BOX,1.9200000000000002
DELAWARE,FURNITURE,SMALL BOX,4.5600000000000005
DELAWARE,FURNITURE,SMALL PACK,2.9400000000000004
DELAWARE,FURNITURE,WRAP BAG,1.5
DELAWARE,OFFICE SUPPLIES,JUMBO DRUM,0.72
DELAWARE,OFFICE SUPPLIES,LARGE BOX,2.6300000000000003
DELAWARE,OFFICE SUPPLIES,MEDIUM BOX,1.5000000000000004
DELAWARE,OFFICE SUPPLIES,SMALL BOX,37.330000000000005
DELAWARE,OFFICE SUPPLIES,SMALL PACK,2.4600000000000004
DELAWARE,OFFICE SUPPLIES,WRAP BAG,10.549999999999986
DELAWARE,TECHNOLOGY,JUMBO BOX,0.34
DELAWARE,TECHNOLOGY,JUMBO DRUM,2.5600000000000005
DELAWARE,TECHNOLOGY,LARGE BOX,0.8
DELAWARE,TECHNOLOGY,MEDIUM BOX,1.5000000000000009
DELAWARE,TECHNOLOGY,SMALL BOX,12.439999999999985
DELAWARE,TECHNOLOGY,SMALL PACK,6.009999999999999
DELAWARE,TECHNOLOGY,WRAP BAG,0.55
FLORIDA,FURNITURE,JUMBO BOX,7.659999999999997
FLORIDA,FURNITURE,JUMBO DRUM,5.709999999999998
FLORIDA,FURNITURE,LARGE BOX,2.3800000000000003
FLORIDA,FURNITURE,MEDIUM BOX,2.130000000000001
FLORIDA,FURNITURE,SMALL BOX,5.050000000000001
FLORIDA,FURNITURE,SMALL PACK,3.3600000000000008
FLORIDA,FURNITURE,WRAP BAG,1.4300000000000004
FLORIDA,OFFICE SUPPLIES,JUMBO DRUM,0.8099999999999999
FLORIDA,OFFICE SUPPLIES,LARGE BOX,3.5900000000000003
FLORIDA,OFFICE SUPPLIES,MEDIUM BOX,1.3000000000000003
FLORIDA,OFFICE SUPPLIES,SMALL BOX,38.829999999999984
FLORIDA,OFFICE SUPPLIES,SMALL PACK,2.559999999999999
FLORIDA,OFFICE SUPPLIES,WRAP BAG,15.229999999999977
FLORIDA,TECHNOLOGY,JUMBO BOX,0.5700000000000001
FLORIDA,TECHNOLOGY,JUMBO DRUM,2.71
FLORIDA,TECHNOLOGY,LARGE BOX,0.83
FLORIDA,TECHNOLOGY,MEDIUM BOX,2.3700000000000006
FLORIDA,TECHNOLOGY,SMALL BOX,16.90999999999998
FLORIDA,TECHNOLOGY,SMALL PACK,6.809999999999995
FLORIDA,TECHNOLOGY,WRAP BAG,0.7000000000000001
IDAHO,FURNITURE,JUMBO BOX,7.209999999999997
IDAHO,FURNITURE,JUMBO DRUM,6.779999999999997
IDAHO,FURNITURE,LARGE BOX,2.23
IDAHO,FURNITURE,MEDIUM BOX,2.4499999999999997
IDAHO,FURNITURE,SMALL BOX,6
IDAHO,FURNITURE,SMALL PACK,5.44
IDAHO,FURNITURE,WRAP BAG,2.5200000000000005
IDAHO,OFFICE SUPPLIES,JUMBO DRUM,0.8600000000000001
IDAHO,OFFICE SUPPLIES,LARGE BOX,3.69
IDAHO,OFFICE SUPPLIES,MEDIUM BOX,1.9400000000000008
IDAHO,OFFICE SUPPLIES,SMALL BOX,50.97999999999993
IDAHO,OFFICE SUPPLIES,SMALL PACK,3.8299999999999996
IDAHO,OFFICE SUPPLIES,WRAP BAG,16.82999999999998
IDAHO,TECHNOLOGY,JUMBO BOX,0.7
IDAHO,TECHNOLOGY,JUMBO DRUM,3.8699999999999988
IDAHO,TECHNOLOGY,LARGE BOX,1.6100000000000005
IDAHO,TECHNOLOGY,MEDIUM BOX,2.69
IDAHO,TECHNOLOGY,SMALL BOX,18.44999999999998
IDAHO,TECHNOLOGY,SMALL PACK,7.149999999999995
IDAHO,TECHNOLOGY,WRAP BAG,0.7500000000000002
ILLINOIS,FURNITURE,JUMBO BOX,7.409999999999995
ILLINOIS,FURNITURE,JUMBO DRUM,6.699999999999996
ILLINOIS,FURNITURE,LARGE BOX,3.4600000000000004
ILLINOIS,FURNITURE,MEDIUM BOX,2.3500000000000005
ILLINOIS,FURNITURE,SMALL BOX,5.389999999999999
ILLINOIS,FURNITURE,SMALL PACK,4.65
ILLINOIS,FURNITURE,WRAP BAG,1.5900000000000003
ILLINOIS,OFFICE SUPPLIES,JUMBO DRUM,0.8600000000000001
ILLINOIS,OFFICE SUPPLIES,LARGE BOX,2.8400000000000003
ILLINOIS,OFFICE SUPPLIES,MEDIUM BOX,2.6200000000000006
ILLINOIS,OFFICE SUPPLIES,SMALL BOX,50.93999999999988
ILLINOIS,OFFICE SUPPLIES,SMALL PACK,3.879999999999998
ILLINOIS,OFFICE SUPPLIES,WRAP BAG,15.819999999999972
ILLINOIS,TECHNOLOGY,JUMBO BOX,0.2
ILLINOIS,TECHNOLOGY,JUMBO DRUM,2.4800000000000004
ILLINOIS,TECHNOLOGY,LARGE BOX,0.9200000000000002
ILLINOIS,TECHNOLOGY,MEDIUM BOX,2.3100000000000005
ILLINOIS,TECHNOLOGY,SMALL BOX,18.26999999999999
ILLINOIS,TECHNOLOGY,SMALL PACK,7.289999999999999
ILLINOIS,TECHNOLOGY,WRAP BAG,0.9000000000000001
MARYLAND,FURNITURE,JUMBO BOX,8.239999999999991
MARYLAND,FURNITURE,JUMBO DRUM,6.089999999999998
MARYLAND,FURNITURE,LARGE BOX,3.6700000000000004
MARYLAND,FURNITURE,MEDIUM BOX,2.4800000000000004
MARYLAND,FURNITURE,SMALL BOX,4.609999999999999
MARYLAND,FURNITURE,SMALL PACK,3.32
MARYLAND,FURNITURE,WRAP BAG,1.5100000000000005
MARYLAND,OFFICE SUPPLIES,JUMBO DRUM,1.5800000000000005
MARYLAND,OFFICE SUPPLIES,LARGE BOX,2.310000000000001
MARYLAND,OFFICE SUPPLIES,MEDIUM BOX,1.6600000000000004
MARYLAND,OFFICE SUPPLIES,SMALL BOX,51.23000000000001
MARYLAND,OFFICE SUPPLIES,SMALL PACK,4.32
MARYLAND,OFFICE SUPPLIES,WRAP BAG,17.069999999999983
MARYLAND,TECHNOLOGY,JUMBO BOX,0.38
MARYLAND,TECHNOLOGY,JUMBO DRUM,2.14
MARYLAND,TECHNOLOGY,LARGE BOX,1.3100000000000003
MARYLAND,TECHNOLOGY,MEDIUM BOX,2.9599999999999995
MARYLAND,TECHNOLOGY,SMALL BOX,17.669999999999966
MARYLAND,TECHNOLOGY,SMALL PACK,6.829999999999999
MARYLAND,TECHNOLOGY,WRAP BAG,0.9400000000000001
MASS,FURNITURE,JUMBO BOX,9.809999999999992
MASS,FURNITURE,JUMBO DRUM,6.689999999999997
MASS,FURNITURE,LARGE BOX,2.6100000000000008
MASS,FURNITURE,MEDIUM BOX,2.0200000000000005
MASS,FURNITURE,SMALL BOX,5.7299999999999995
MASS,FURNITURE,SMALL PACK,3.67
MASS,FURNITURE,WRAP BAG,2.2300000000000004
MASS,OFFICE SUPPLIES,JUMBO DRUM,1.2500000000000002
MASS,OFFICE SUPPLIES,LARGE BOX,2.54
MASS,OFFICE SUPPLIES,MEDIUM BOX,1.5000000000000002
MASS,OFFICE SUPPLIES,SMALL BOX,48.39000000000001
MASS,OFFICE SUPPLIES,SMALL PACK,3.8099999999999996
MASS,OFFICE SUPPLIES,WRAP BAG,15.039999999999987
MASS,TECHNOLOGY,JUMBO BOX,0.84
MASS,TECHNOLOGY,JUMBO DRUM,2.97
MASS,TECHNOLOGY,LARGE BOX,2.39
MASS,TECHNOLOGY,MEDIUM BOX,2.9200000000000004
MASS,TECHNOLOGY,SMALL BOX,17.999999999999996
MASS,TECHNOLOGY,SMALL PACK,6.399999999999996
MASS,TECHNOLOGY,WRAP BAG,1.5900000000000005
MICHIGAN,FURNITURE,JUMBO BOX,8.119999999999996
MICHIGAN,FURNITURE,JUMBO DRUM,6.799999999999998
MICHIGAN,FURNITURE,LARGE BOX,3.9299999999999997
MICHIGAN,FURNITURE,MEDIUM BOX,2.3500000000000005
MICHIGAN,FURNITURE,SMALL BOX,5.590000000000001
MICHIGAN,FURNITURE,SMALL PACK,4.360000000000001
MICHIGAN,FURNITURE,WRAP BAG,1.8100000000000005
MICHIGAN,OFFICE SUPPLIES,JUMBO DRUM,1.4800000000000004
MICHIGAN,OFFICE SUPPLIES,LARGE BOX,2.5300000000000002
MICHIGAN,OFFICE SUPPLIES,MEDIUM BOX,1.5600000000000003
MICHIGAN,OFFICE SUPPLIES,SMALL BOX,51.02999999999988
MICHIGAN,OFFICE SUPPLIES,SMALL PACK,4.47
MICHIGAN,OFFICE SUPPLIES,WRAP BAG,16.19999999999998
MICHIGAN,TECHNOLOGY,JUMBO BOX,0.6300000000000001
MICHIGAN,TECHNOLOGY,JUMBO DRUM,3.4700000000000006
MICHIGAN,TECHNOLOGY,LARGE BOX,1.7700000000000005
MICHIGAN,TECHNOLOGY,MEDIUM BOX,2.3600000000000003
MICHIGAN,TECHNOLOGY,SMALL BOX,17.359999999999978
MICHIGAN,TECHNOLOGY,SMALL PACK,6.239999999999997
MICHIGAN,TECHNOLOGY,WRAP BAG,1.11
NEBRASKA,FURNITURE,JUMBO BOX,6.02
NEBRASKA,FURNITURE,JUMBO DRUM,3.509999999999999
NEBRASKA,FURNITURE,LARGE BOX,3.040000000000001
NEBRASKA,FURNITURE,MEDIUM BOX,2.1200000000000006
NEBRASKA,FURNITURE,SMALL BOX,4.410000000000001
NEBRASKA,FURNITURE,SMALL PACK,3.35
NEBRASKA,FURNITURE,WRAP BAG,1.08
NEBRASKA,OFFICE SUPPLIES,JUMBO DRUM,0.63
NEBRASKA,OFFICE SUPPLIES,LARGE BOX,1.7900000000000007
NEBRASKA,OFFICE SUPPLIES,MEDIUM BOX,1.36
NEBRASKA,OFFICE SUPPLIES,SMALL BOX,37.25999999999996
NEBRASKA,OFFICE SUPPLIES,SMALL PACK,2.31
NEBRASKA,OFFICE SUPPLIES,WRAP BAG,13.079999999999975
NEBRASKA,TECHNOLOGY,JUMBO BOX,0.43999999999999995
NEBRASKA,TECHNOLOGY,JUMBO DRUM,1.11
NEBRASKA,TECHNOLOGY,LARGE BOX,0.8900000000000002
NEBRASKA,TECHNOLOGY,MEDIUM BOX,3.49
NEBRASKA,TECHNOLOGY,SMALL BOX,14.939999999999982
NEBRASKA,TECHNOLOGY,SMALL PACK,4.219999999999999
NEBRASKA,TECHNOLOGY,WRAP BAG,1.17
NEW JERSEY,FURNITURE,JUMBO BOX,8.129999999999992
NEW JERSEY,FURNITURE,JUMBO DRUM,6.25
NEW JERSEY,FURNITURE,LARGE BOX,3.629999999999999
NEW JERSEY,FURNITURE,MEDIUM BOX,1.8500000000000005
NEW JERSEY,FURNITURE,SMALL BOX,4.590000000000001
NEW JERSEY,FURNITURE,SMALL PACK,3.040000000000001
NEW JERSEY,FURNITURE,WRAP BAG,2.1300000000000003
NEW JERSEY,OFFICE SUPPLIES,JUMBO DRUM,1.11
NEW JERSEY,OFFICE SUPPLIES,LARGE BOX,2.2300000000000004
NEW JERSEY,OFFICE SUPPLIES,MEDIUM BOX,2.66
NEW JERSEY,OFFICE SUPPLIES,SMALL BOX,48.20999999999997
NEW JERSEY,OFFICE SUPPLIES,SMALL PACK,3.7
NEW JERSEY,OFFICE SUPPLIES,WRAP BAG,16.589999999999975
NEW JERSEY,TECHNOLOGY,JUMBO BOX,0.5800000000000001
NEW JERSEY,TECHNOLOGY,JUMBO DRUM,2.240000000000001
NEW JERSEY,TECHNOLOGY,LARGE BOX,1.18
NEW JERSEY,TECHNOLOGY,MEDIUM BOX,2.09
NEW JERSEY,TECHNOLOGY,SMALL BOX,17.529999999999983
NEW JERSEY,TECHNOLOGY,SMALL PACK,5.6299999999999955
NEW JERSEY,TECHNOLOGY,WRAP BAG,1.37
NEW MEXICO,FURNITURE,JUMBO BOX,5.569999999999998
NEW MEXICO,FURNITURE,JUMBO DRUM,3.929999999999998
NEW MEXICO,FURNITURE,LARGE BOX,2.410000000000001
NEW MEXICO,FURNITURE,MEDIUM BOX,0.9800000000000001
NEW MEXICO,FURNITURE,SMALL BOX,4.340000000000001
NEW MEXICO,FURNITURE,SMALL PACK,3.5899999999999994
NEW MEXICO,FURNITURE,WRAP BAG,0.77
NEW MEXICO,OFFICE SUPPLIES,JUMBO DRUM,1.16
NEW MEXICO,OFFICE SUPPLIES,LARGE BOX,1.8900000000000008
NEW MEXICO,OFFICE SUPPLIES,MEDIUM BOX,1.3800000000000001
NEW MEXICO,OFFICE SUPPLIES,SMALL BOX,31.40999999999999
NEW MEXICO,OFFICE SUPPLIES,SMALL PACK,2.120000000000001
NEW MEXICO,OFFICE SUPPLIES,WRAP BAG,10.259999999999987
NEW MEXICO,TECHNOLOGY,JUMBO BOX,0.34
NEW MEXICO,TECHNOLOGY,JUMBO DRUM,2.17
NEW MEXICO,TECHNOLOGY,LARGE BOX,0.9400000000000001
NEW MEXICO,TECHNOLOGY,MEDIUM BOX,1.3900000000000001
NEW MEXICO,TECHNOLOGY,SMALL BOX,11.819999999999986
NEW MEXICO,TECHNOLOGY,SMALL PACK,3.999999999999999
NEW MEXICO,TECHNOLOGY,WRAP BAG,1.23
NEW YORK,FURNITURE,JUMBO BOX,8.299999999999992
NEW YORK,FURNITURE,JUMBO DRUM,6.199999999999998
NEW YORK,FURNITURE,LARGE BOX,3.8400000000000003
NEW YORK,FURNITURE,MEDIUM BOX,2.0800000000000005
NEW YORK,FURNITURE,SMALL BOX,6.239999999999998
NEW YORK,FURNITURE,SMALL PACK,4.589999999999998
NEW YORK,FURNITURE,WRAP BAG,1.3500000000000005
NEW YORK,OFFICE SUPPLIES,JUMBO DRUM,0.9099999999999999
NEW YORK,OFFICE SUPPLIES,LARGE BOX,3.34
NEW YORK,OFFICE SUPPLIES,MEDIUM BOX,1.7700000000000002
NEW YORK,OFFICE SUPPLIES,SMALL BOX,57.05999999999997
NEW YORK,OFFICE SUPPLIES,SMALL PACK,5.079999999999999
NEW YORK,OFFICE SUPPLIES,WRAP BAG,18.959999999999997
NEW YORK,TECHNOLOGY,JUMBO BOX,1.33
NEW YORK,TECHNOLOGY,JUMBO DRUM,3.2399999999999998
NEW YORK,TECHNOLOGY,LARGE BOX,1.4800000000000004
NEW YORK,TECHNOLOGY,MEDIUM BOX,2.8
NEW YORK,TECHNOLOGY,SMALL BOX,18.609999999999975
NEW YORK,TECHNOLOGY,SMALL PACK,6.359999999999995
NEW YORK,TECHNOLOGY,WRAP BAG,1.42
NORTH CAROLINA,FURNITURE,JUMBO BOX,7.669999999999993
NORTH CAROLINA,FURNITURE,JUMBO DRUM,5.629999999999997
NORTH CAROLINA,FURNITURE,LARGE BOX,3.2600000000000002
NORTH CAROLINA,FURNITURE,MEDIUM BOX,1.0000000000000002
NORTH CAROLINA,FURNITURE,SMALL BOX,5.4399999999999995
NORTH CAROLINA,FURNITURE,SMALL PACK,3.7399999999999993
NORTH CAROLINA,FURNITURE,WRAP BAG,1.7000000000000006
NORTH CAROLINA,OFFICE SUPPLIES,JUMBO DRUM,0.28
NORTH CAROLINA,OFFICE SUPPLIES,LARGE BOX,2.43
NORTH CAROLINA,OFFICE SUPPLIES,MEDIUM BOX,0.9600000000000001
NORTH CAROLINA,OFFICE SUPPLIES,SMALL BOX,43.11999999999993
NORTH CAROLINA,OFFICE SUPPLIES,SMALL PACK,3.5099999999999993
NORTH CAROLINA,OFFICE SUPPLIES,WRAP BAG,13.809999999999977
NORTH CAROLINA,TECHNOLOGY,JUMBO BOX,0.6
NORTH CAROLINA,TECHNOLOGY,JUMBO DRUM,2.5500000000000007
NORTH CAROLINA,TECHNOLOGY,LARGE BOX,1.4300000000000004
NORTH CAROLINA,TECHNOLOGY,MEDIUM BOX,2.440000000000001
NORTH CAROLINA,TECHNOLOGY,SMALL BOX,16.159999999999982
NORTH CAROLINA,TECHNOLOGY,SMALL PACK,6.459999999999999
NORTH CAROLINA,TECHNOLOGY,WRAP BAG,0.59
OHIO,FURNITURE,JUMBO BOX,6.569999999999997
OHIO,FURNITURE,JUMBO DRUM,5.249999999999999
OHIO,FURNITURE,LARGE BOX,2.3300000000000005
OHIO,FURNITURE,MEDIUM BOX,1.780000000000001
OHIO,FURNITURE,SMALL BOX,5.300000000000001
OHIO,FURNITURE,SMALL PACK,3.5599999999999987
OHIO,FURNITURE,WRAP BAG,1.7400000000000007
OHIO,OFFICE SUPPLIES,JUMBO DRUM,0.65
OHIO,OFFICE SUPPLIES,LARGE BOX,1.810000000000001
OHIO,OFFICE SUPPLIES,MEDIUM BOX,2
OHIO,OFFICE SUPPLIES,SMALL BOX,43.41999999999995
OHIO,OFFICE SUPPLIES,SMALL PACK,4.079999999999997
OHIO,OFFICE SUPPLIES,WRAP BAG,14.759999999999978
OHIO,TECHNOLOGY,JUMBO BOX,0.49
OHIO,TECHNOLOGY,JUMBO DRUM,2.0000000000000004
OHIO,TECHNOLOGY,LARGE BOX,0.9699999999999999
OHIO,TECHNOLOGY,MEDIUM BOX,2.0200000000000005
OHIO,TECHNOLOGY,SMALL BOX,14.03999999999998
OHIO,TECHNOLOGY,SMALL PACK,7.029999999999997
OHIO,TECHNOLOGY,WRAP BAG,0.7000000000000001
SOUTH CAROLINA,FURNITURE,JUMBO BOX,5.629999999999999
SOUTH CAROLINA,FURNITURE,JUMBO DRUM,4.299999999999998
SOUTH CAROLINA,FURNITURE,LARGE BOX,2.3000000000000007
SOUTH CAROLINA,FURNITURE,MEDIUM BOX,1.03
SOUTH CAROLINA,FURNITURE,SMALL BOX,2.890000000000001
SOUTH CAROLINA,FURNITURE,SMALL PACK,3.44
SOUTH CAROLINA,FURNITURE,WRAP BAG,1.4900000000000002
SOUTH CAROLINA,OFFICE SUPPLIES,JUMBO DRUM,0.6299999999999999
SOUTH CAROLINA,OFFICE SUPPLIES,LARGE BOX,1.4900000000000009
SOUTH CAROLINA,OFFICE SUPPLIES,MEDIUM BOX,1.6800000000000004
SOUTH CAROLINA,OFFICE SUPPLIES,SMALL BOX,37.00000000000005
SOUTH CAROLINA,OFFICE SUPPLIES,SMALL PACK,2.85
SOUTH CAROLINA,OFFICE SUPPLIES,WRAP BAG,12.579999999999991
SOUTH CAROLINA,TECHNOLOGY,JUMBO BOX,0.7100000000000002
SOUTH CAROLINA,TECHNOLOGY,JUMBO DRUM,2.5400000000000005
SOUTH CAROLINA,TECHNOLOGY,LARGE BOX,0.7400000000000001
SOUTH CAROLINA,TECHNOLOGY,MEDIUM BOX,1.5000000000000004
SOUTH CAROLINA,TECHNOLOGY,SMALL BOX,11.62999999999999
SOUTH CAROLINA,TECHNOLOGY,SMALL PACK,4.539999999999999
SOUTH CAROLINA,TECHNOLOGY,WRAP BAG,0.45999999999999996
TEXAS,FURNITURE,JUMBO BOX,8.629999999999994
TEXAS,FURNITURE,JUMBO DRUM,7.569999999999996
TEXAS,FURNITURE,LARGE BOX,3.6600000000000006
TEXAS,FURNITURE,MEDIUM BOX,1.7100000000000009
TEXAS,FURNITURE,SMALL BOX,6.569999999999997
TEXAS,FURNITURE,SMALL PACK,5.770000000000001
TEXAS,FURNITURE,WRAP BAG,3
TEXAS,OFFICE SUPPLIES,JUMBO DRUM,0.92
TEXAS,OFFICE SUPPLIES,LARGE BOX,2.6299999999999994
TEXAS,OFFICE SUPPLIES,MEDIUM BOX,1.4200000000000004
TEXAS,OFFICE SUPPLIES,SMALL BOX,58.3599999999999
TEXAS,OFFICE SUPPLIES,SMALL PACK,4.1499999999999995
TEXAS,OFFICE SUPPLIES,WRAP BAG,18.369999999999962
TEXAS,TECHNOLOGY,JUMBO BOX,0.7800000000000001
TEXAS,TECHNOLOGY,JUMBO DRUM,3.2400000000000007
TEXAS,TECHNOLOGY,LARGE BOX,1.4400000000000002
TEXAS,TECHNOLOGY,MEDIUM BOX,4.13
TEXAS,TECHNOLOGY,SMALL BOX,19.17999999999998
TEXAS,TECHNOLOGY,SMALL PACK,5.989999999999999
TEXAS,TECHNOLOGY,WRAP BAG,1.03
UTAH,FURNITURE,JUMBO BOX,8.459999999999996
UTAH,FURNITURE,JUMBO DRUM,6.2899999999999965
UTAH,FURNITURE,LARGE BOX,1.0900000000000003
UTAH,FURNITURE,MEDIUM BOX,2.0600000000000005
UTAH,FURNITURE,SMALL BOX,4.06
UTAH,FURNITURE,SMALL PACK,5.400000000000001
UTAH,FURNITURE,WRAP BAG,2.2
UTAH,OFFICE SUPPLIES,JUMBO DRUM,1.3800000000000003
UTAH,OFFICE SUPPLIES,LARGE BOX,3.2800000000000002
UTAH,OFFICE SUPPLIES,MEDIUM BOX,2.0600000000000005
UTAH,OFFICE SUPPLIES,SMALL BOX,45.62999999999989
UTAH,OFFICE SUPPLIES,SMALL PACK,3.4999999999999996
UTAH,OFFICE SUPPLIES,WRAP BAG,16.189999999999987
UTAH,TECHNOLOGY,JUMBO BOX,0.36
