none_Order_Priority_nk,none_PID_ok,none_Prod_TypeC_nk,none_Ship_Date_ok,sum_Fill_Time_ok
1-URGENT,52820,BINDERS AND BINDER ACCESSORIES,2002-10-12 00:00:00,1
1-URGENT,52821,OFFICE FURNISHINGS,2002-10-13 00:00:00,2
1-URGENT,52822,TELEPHONES AND COMMUNICATION,2002-10-13 00:00:00,2
1-URGENT,52823,PAPER,2002-10-13 00:00:00,2
1-URGENT,52824,OFFICE FURNISHINGS,2002-10-12 00:00:00,1
1-URGENT,52825,TABLES,2002-10-13 00:00:00,2
1-URGENT,52826,STORAGE & ORGANIZATION,2002-10-12 00:00:00,1
1-URGENT,52841,BINDERS AND BINDER ACCESSORIES,2002-10-14 00:00:00,2
1-URGENT,52842,OFFICE FURNISHINGS,2002-10-13 00:00:00,1
1-URGENT,52843,PAPER,2002-10-13 00:00:00,1
1-URGENT,52844,STORAGE & ORGANIZATION,2002-10-14 00:00:00,2
1-URGENT,52845,BINDERS AND BINDER ACCESSORIES,2002-10-12 00:00:00,0
1-URGENT,52846,COMPUTER PERIPHERALS,2002-10-14 00:00:00,2
1-URGENT,52847,TELEPHONES AND COMMUNICATION,2002-10-13 00:00:00,1
1-URGENT,52871,BINDERS AND BINDER ACCESSORIES,2002-10-15 00:00:00,2
1-URGENT,52872,OFFICE FURNISHINGS,2002-10-15 00:00:00,2
1-URGENT,52873,SCISSORS\, RULERS AND TRIMMERS,2002-10-14 00:00:00,1
1-URGENT,52886,PAPER,2002-10-15 00:00:00,1
1-URGENT,52887,OFFICE FURNISHINGS,2002-10-15 00:00:00,1
1-URGENT,52907,OFFICE FURNISHINGS,2002-10-15 00:00:00,1
1-URGENT,52908,PAPER,2002-10-15 00:00:00,1
1-URGENT,52909,ENVELOPES,2002-10-16 00:00:00,2
1-URGENT,52910,STORAGE & ORGANIZATION,2002-10-15 00:00:00,1
1-URGENT,52911,APPLIANCES,2002-10-15 00:00:00,1
1-URGENT,52912,BINDERS AND BINDER ACCESSORIES,2002-10-15 00:00:00,1
1-URGENT,52913,BINDERS AND BINDER ACCESSORIES,2002-10-14 00:00:00,0
1-URGENT,52914,TABLES,2002-10-15 00:00:00,1
1-URGENT,52949,PAPER,2002-10-18 00:00:00,2
1-URGENT,52950,LABELS,2002-10-16 00:00:00,0
1-URGENT,52964,TELEPHONES AND COMMUNICATION,2002-10-18 00:00:00,0
1-URGENT,52965,COMPUTER PERIPHERALS,2002-10-20 00:00:00,2
1-URGENT,52966,COMPUTER PERIPHERALS,2002-10-20 00:00:00,2
1-URGENT,52967,TELEPHONES AND COMMUNICATION,2002-10-20 00:00:00,2
1-URGENT,52968,BINDERS AND BINDER ACCESSORIES,2002-10-18 00:00:00,0
1-URGENT,52969,PAPER,2002-10-19 00:00:00,1
1-URGENT,52970,STORAGE & ORGANIZATION,2002-10-19 00:00:00,1
1-URGENT,52971,TELEPHONES AND COMMUNICATION,2002-10-20 00:00:00,2
1-URGENT,52972,COMPUTER PERIPHERALS,2002-10-20 00:00:00,2
1-URGENT,52973,TABLES,2002-10-19 00:00:00,1
1-URGENT,52974,OFFICE FURNISHINGS,2002-10-20 00:00:00,2
1-URGENT,52975,TELEPHONES AND COMMUNICATION,2002-10-20 00:00:00,2
1-URGENT,52976,RUBBER BANDS,2002-10-19 00:00:00,1
1-URGENT,52977,SCISSORS\, RULERS AND TRIMMERS,2002-10-19 00:00:00,1
1-URGENT,52989,BOOKCASES,2002-10-21 00:00:00,2
1-URGENT,52990,OFFICE FURNISHINGS,2002-10-21 00:00:00,2
1-URGENT,52991,OFFICE MACHINES,2002-10-22 00:00:00,3
1-URGENT,52993,TELEPHONES AND COMMUNICATION,2002-10-20 00:00:00,1
1-URGENT,52994,TELEPHONES AND COMMUNICATION,2002-10-20 00:00:00,1
1-URGENT,52995,CHAIRS & CHAIRMATS,2002-10-20 00:00:00,1
1-URGENT,52996,OFFICE FURNISHINGS,2002-10-19 00:00:00,0
1-URGENT,52997,RUBBER BANDS,2002-10-20 00:00:00,1
1-URGENT,52998,SCISSORS\, RULERS AND TRIMMERS,2002-10-21 00:00:00,2
1-URGENT,52999,PENS & ART SUPPLIES,2002-10-21 00:00:00,2
1-URGENT,53000,PENS & ART SUPPLIES,2002-10-21 00:00:00,2
1-URGENT,53001,STORAGE & ORGANIZATION,2002-10-21 00:00:00,2
1-URGENT,53002,APPLIANCES,2002-10-21 00:00:00,2
1-URGENT,53006,PAPER,2002-10-23 00:00:00,3
1-URGENT,53007,PAPER,2002-10-21 00:00:00,1
1-URGENT,53008,PENS & ART SUPPLIES,2002-10-20 00:00:00,0
1-URGENT,53009,OFFICE FURNISHINGS,2002-10-20 00:00:00,0
1-URGENT,53010,PENS & ART SUPPLIES,2002-10-21 00:00:00,1
1-URGENT,53027,COMPUTER PERIPHERALS,2002-10-22 00:00:00,1
1-URGENT,53028,PAPER,2002-10-23 00:00:00,2
1-URGENT,53029,STORAGE & ORGANIZATION,2002-10-23 00:00:00,2
1-URGENT,53030,PENS & ART SUPPLIES,2002-10-21 00:00:00,0
1-URGENT,53031,BINDERS AND BINDER ACCESSORIES,2002-10-22 00:00:00,1
1-URGENT,53032,LABELS,2002-10-21 00:00:00,0
1-URGENT,53085,PAPER,2002-10-26 00:00:00,2
1-URGENT,53086,TABLES,2002-10-25 00:00:00,1
1-URGENT,53087,OFFICE FURNISHINGS,2002-10-26 00:00:00,2
1-URGENT,53088,PENS & ART SUPPLIES,2002-10-25 00:00:00,1
1-URGENT,53101,LABELS,2002-10-25 00:00:00,1
1-URGENT,53102,PAPER,2002-10-24 00:00:00,0
1-URGENT,53103,PENS & ART SUPPLIES,2002-10-26 00:00:00,2
1-URGENT,53104,TELEPHONES AND COMMUNICATION,2002-10-26 00:00:00,2
1-URGENT,53105,STORAGE & ORGANIZATION,2002-10-24 00:00:00,0
1-URGENT,53106,CHAIRS & CHAIRMATS,2002-10-26 00:00:00,2
1-URGENT,53107,SCISSORS\, RULERS AND TRIMMERS,2002-10-25 00:00:00,1
1-URGENT,53108,TELEPHONES AND COMMUNICATION,2002-10-25 00:00:00,1
1-URGENT,53109,BOOKCASES,2002-10-25 00:00:00,1
1-URGENT,53110,PAPER,2002-10-26 00:00:00,2
1-URGENT,53126,PAPER,2002-10-26 00:00:00,1
1-URGENT,53127,BINDERS AND BINDER ACCESSORIES,2002-10-27 00:00:00,2
1-URGENT,53151,OFFICE FURNISHINGS,2002-10-28 00:00:00,1
1-URGENT,53152,OFFICE FURNISHINGS,2002-10-28 00:00:00,1
1-URGENT,53153,BINDERS AND BINDER ACCESSORIES,2002-10-30 00:00:00,3
1-URGENT,53154,PAPER,2002-10-29 00:00:00,2
1-URGENT,53155,LABELS,2002-10-28 00:00:00,1
1-URGENT,53156,TELEPHONES AND COMMUNICATION,2002-10-29 00:00:00,2
1-URGENT,53172,OFFICE FURNISHINGS,2002-10-30 00:00:00,2
1-URGENT,53173,PENS & ART SUPPLIES,2002-10-28 00:00:00,0
1-URGENT,53174,APPLIANCES,2002-10-30 00:00:00,2
1-URGENT,53190,BOOKCASES,2002-10-29 00:00:00,1
1-URGENT,53191,OFFICE FURNISHINGS,2002-10-28 00:00:00,0
1-URGENT,53192,OFFICE FURNISHINGS,2002-10-29 00:00:00,1
1-URGENT,53193,STORAGE & ORGANIZATION,2002-10-29 00:00:00,1
1-URGENT,53194,BINDERS AND BINDER ACCESSORIES,2002-10-30 00:00:00,2
1-URGENT,53195,PENS & ART SUPPLIES,2002-10-30 00:00:00,2
1-URGENT,53196,TELEPHONES AND COMMUNICATION,2002-10-30 00:00:00,2
1-URGENT,53227,OFFICE FURNISHINGS,2002-10-31 00:00:00,2
1-URGENT,53228,COMPUTER PERIPHERALS,2002-10-31 00:00:00,2
1-URGENT,53229,LABELS,2002-10-31 00:00:00,2
1-URGENT,53230,PAPER,2002-10-31 00:00:00,2
1-URGENT,53236,BINDERS AND BINDER ACCESSORIES,2002-10-31 00:00:00,1
1-URGENT,53237,PENS & ART SUPPLIES,2002-10-31 00:00:00,1
1-URGENT,53238,PENS & ART SUPPLIES,2002-11-01 00:00:00,2
1-URGENT,53239,APPLIANCES,2002-11-01 00:00:00,2
1-URGENT,53240,OFFICE MACHINES,2002-10-30 00:00:00,0
1-URGENT,53241,COMPUTER PERIPHERALS,2002-11-01 00:00:00,2
1-URGENT,53242,COMPUTER PERIPHERALS,2002-11-01 00:00:00,2
1-URGENT,53244,PAPER,2002-11-01 00:00:00,1
1-URGENT,53245,OFFICE FURNISHINGS,2002-11-02 00:00:00,2
1-URGENT,53246,APPLIANCES,2002-10-31 00:00:00,0
1-URGENT,53247,PAPER,2002-11-02 00:00:00,2
1-URGENT,53248,COMPUTER PERIPHERALS,2002-11-02 00:00:00,2
1-URGENT,53249,COMPUTER PERIPHERALS,2002-11-02 00:00:00,2
1-URGENT,53250,TELEPHONES AND COMMUNICATION,2002-11-02 00:00:00,2
1-URGENT,53251,STORAGE & ORGANIZATION,2002-10-31 00:00:00,0
1-URGENT,53258,OFFICE MACHINES,2002-11-01 00:00:00,1
1-URGENT,53259,TELEPHONES AND COMMUNICATION,2002-11-01 00:00:00,1
1-URGENT,53260,TELEPHONES AND COMMUNICATION,2002-11-01 00:00:00,1
1-URGENT,53261,BINDERS AND BINDER ACCESSORIES,2002-11-01 00:00:00,1
1-URGENT,53262,CHAIRS & CHAIRMATS,2002-11-02 00:00:00,2
1-URGENT,53288,RUBBER BANDS,2002-11-03 00:00:00,2
1-URGENT,53289,COMPUTER PERIPHERALS,2002-11-04 00:00:00,2
1-URGENT,53290,PENS & ART SUPPLIES,2002-11-04 00:00:00,2
1-URGENT,53291,BINDERS AND BINDER ACCESSORIES,2002-11-02 00:00:00,0
1-URGENT,53292,PAPER,2002-11-04 00:00:00,2
1-URGENT,53300,PAPER,2002-11-04 00:00:00,2
1-URGENT,53336,PAPER,2002-11-05 00:00:00,2
1-URGENT,53337,TELEPHONES AND COMMUNICATION,2002-11-03 00:00:00,0
1-URGENT,53338,OFFICE MACHINES,2002-11-05 00:00:00,2
1-URGENT,53343,APPLIANCES,2002-11-04 00:00:00,1
1-URGENT,53344,PENS & ART SUPPLIES,2002-11-03 00:00:00,0
1-URGENT,53345,COMPUTER PERIPHERALS,2002-11-03 00:00:00,0
1-URGENT,53346,TELEPHONES AND COMMUNICATION,2002-11-05 00:00:00,2
1-URGENT,53347,PENS & ART SUPPLIES,2002-11-05 00:00:00,2
1-URGENT,53349,TABLES,2002-11-06 00:00:00,2
1-URGENT,53350,LABELS,2002-11-06 00:00:00,2
1-URGENT,53356,OFFICE FURNISHINGS,2002-11-06 00:00:00,2
1-URGENT,53379,TABLES,2002-11-06 00:00:00,1
1-URGENT,53380,BINDERS AND BINDER ACCESSORIES,2002-11-07 00:00:00,2
1-URGENT,53381,PENS & ART SUPPLIES,2002-11-07 00:00:00,1
1-URGENT,53382,OFFICE FURNISHINGS,2002-11-07 00:00:00,1
1-URGENT,53383,BINDERS AND BINDER ACCESSORIES,2002-11-06 00:00:00,0
1-URGENT,53384,OFFICE FURNISHINGS,2002-11-08 00:00:00,2
1-URGENT,53385,RUBBER BANDS,2002-11-08 00:00:00,2
1-URGENT,53386,OFFICE MACHINES,2002-11-08 00:00:00,2
1-URGENT,53387,BINDERS AND BINDER ACCESSORIES,2002-11-08 00:00:00,2
1-URGENT,53388,PENS & ART SUPPLIES,2002-11-07 00:00:00,1
1-URGENT,53389,COMPUTER PERIPHERALS,2002-11-07 00:00:00,1
1-URGENT,53390,BINDERS AND BINDER ACCESSORIES,2002-11-08 00:00:00,2
1-URGENT,53404,PAPER,2002-11-07 00:00:00,1
1-URGENT,53405,PENS & ART SUPPLIES,2002-11-06 00:00:00,0
1-URGENT,53406,PAPER,2002-11-08 00:00:00,2
1-URGENT,53407,CHAIRS & CHAIRMATS,2002-11-07 00:00:00,1
1-URGENT,53408,BOOKCASES,2002-11-08 00:00:00,2
1-URGENT,53409,PENS & ART SUPPLIES,2002-11-08 00:00:00,2
1-URGENT,53410,COMPUTER PERIPHERALS,2002-11-08 00:00:00,2
1-URGENT,53454,COMPUTER PERIPHERALS,2002-11-08 00:00:00,0
1-URGENT,53535,BINDERS AND BINDER ACCESSORIES,2002-11-12 00:00:00,1
1-URGENT,53536,STORAGE & ORGANIZATION,2002-11-11 00:00:00,0
1-URGENT,53537,OFFICE MACHINES,2002-11-11 00:00:00,0
1-URGENT,53538,PAPER,2002-11-12 00:00:00,1
1-URGENT,53539,TELEPHONES AND COMMUNICATION,2002-11-14 00:00:00,3
1-URGENT,53540,COMPUTER PERIPHERALS,2002-11-13 00:00:00,2
1-URGENT,53541,TELEPHONES AND COMMUNICATION,2002-11-13 00:00:00,2
1-URGENT,53550,APPLIANCES,2002-11-11 00:00:00,0
1-URGENT,53551,BINDERS AND BINDER ACCESSORIES,2002-11-13 00:00:00,2
1-URGENT,53568,PAPER,2002-11-14 00:00:00,2
1-URGENT,53569,OFFICE FURNISHINGS,2002-11-14 00:00:00,2
1-URGENT,53579,PAPER,2002-11-14 00:00:00,2
1-URGENT,53580,OFFICE FURNISHINGS,2002-11-13 00:00:00,1
1-URGENT,53581,OFFICE FURNISHINGS,2002-11-12 00:00:00,0
1-URGENT,53582,CHAIRS & CHAIRMATS,2002-11-14 00:00:00,2
1-URGENT,53583,COMPUTER PERIPHERALS,2002-11-12 00:00:00,0
1-URGENT,53584,RUBBER BANDS,2002-11-13 00:00:00,1
1-URGENT,53598,PAPER,2002-11-14 00:00:00,2
1-URGENT,53599,PENS & ART SUPPLIES,2002-11-13 00:00:00,1
1-URGENT,53600,PAPER,2002-11-13 00:00:00,1
1-URGENT,53601,SCISSORS\, RULERS AND TRIMMERS,2002-11-14 00:00:00,2
1-URGENT,53602,COMPUTER PERIPHERALS,2002-11-13 00:00:00,1
1-URGENT,53603,APPLIANCES,2002-11-14 00:00:00,2
1-URGENT,53640,PENS & ART SUPPLIES,2002-11-16 00:00:00,2
1-URGENT,53641,COMPUTER PERIPHERALS,2002-11-15 00:00:00,1
1-URGENT,53700,RUBBER BANDS,2002-11-17 00:00:00,1
1-URGENT,53701,COMPUTER PERIPHERALS,2002-11-17 00:00:00,1
1-URGENT,53702,TELEPHONES AND COMMUNICATION,2002-11-17 00:00:00,1
1-URGENT,53703,OFFICE MACHINES,2002-11-19 00:00:00,3
1-URGENT,53704,PAPER,2002-11-17 00:00:00,1
1-URGENT,53705,CHAIRS & CHAIRMATS,2002-11-17 00:00:00,1
1-URGENT,53706,OFFICE FURNISHINGS,2002-11-18 00:00:00,2
1-URGENT,53709,OFFICE FURNISHINGS,2002-11-18 00:00:00,1
1-URGENT,53710,BINDERS AND BINDER ACCESSORIES,2002-11-19 00:00:00,2
1-URGENT,53711,CHAIRS & CHAIRMATS,2002-11-18 00:00:00,1
1-URGENT,53712,TELEPHONES AND COMMUNICATION,2002-11-20 00:00:00,3
1-URGENT,53713,OFFICE MACHINES,2002-11-18 00:00:00,1
1-URGENT,53718,BINDERS AND BINDER ACCESSORIES,2002-11-17 00:00:00,0
1-URGENT,53719,PENS & ART SUPPLIES,2002-11-19 00:00:00,2
1-URGENT,53720,OFFICE FURNISHINGS,2002-11-17 00:00:00,0
1-URGENT,53721,STORAGE & ORGANIZATION,2002-11-18 00:00:00,1
1-URGENT,53722,ENVELOPES,2002-11-19 00:00:00,2
1-URGENT,53723,PAPER,2002-11-19 00:00:00,2
1-URGENT,53724,TELEPHONES AND COMMUNICATION,2002-11-18 00:00:00,1
1-URGENT,53725,APPLIANCES,2002-11-19 00:00:00,2
1-URGENT,53726,TELEPHONES AND COMMUNICATION,2002-11-19 00:00:00,2
1-URGENT,53727,OFFICE FURNISHINGS,2002-11-20 00:00:00,3
1-URGENT,53761,OFFICE MACHINES,2002-11-20 00:00:00,1
1-URGENT,53762,TELEPHONES AND COMMUNICATION,2002-11-21 00:00:00,2
1-URGENT,53763,CHAIRS & CHAIRMATS,2002-11-20 00:00:00,1
1-URGENT,53764,BOOKCASES,2002-11-20 00:00:00,1
1-URGENT,53765,PENS & ART SUPPLIES,2002-11-22 00:00:00,3
1-URGENT,53766,PENS & ART SUPPLIES,2002-11-21 00:00:00,2
1-URGENT,53767,LABELS,2002-11-20 00:00:00,1
1-URGENT,53774,TABLES,2002-11-20 00:00:00,1
1-URGENT,53775,PAPER,2002-11-20 00:00:00,1
1-URGENT,53776,TELEPHONES AND COMMUNICATION,2002-11-20 00:00:00,1
1-URGENT,53777,COMPUTER PERIPHERALS,2002-11-21 00:00:00,2
1-URGENT,53778,COMPUTER PERIPHERALS,2002-11-21 00:00:00,2
1-URGENT,53779,OFFICE MACHINES,2002-11-21 00:00:00,2
1-URGENT,53780,PENS & ART SUPPLIES,2002-11-21 00:00:00,2
1-URGENT,53787,CHAIRS & CHAIRMATS,2002-11-21 00:00:00,2
1-URGENT,53788,TELEPHONES AND COMMUNICATION,2002-11-20 00:00:00,1
1-URGENT,53794,OFFICE FURNISHINGS,2002-11-20 00:00:00,0
1-URGENT,53795,COMPUTER PERIPHERALS,2002-11-22 00:00:00,2
1-URGENT,53796,PENS & ART SUPPLIES,2002-11-23 00:00:00,3
1-URGENT,53797,BINDERS AND BINDER ACCESSORIES,2002-11-22 00:00:00,2
1-URGENT,53804,CHAIRS & CHAIRMATS,2002-11-22 00:00:00,2
1-URGENT,53805,PENS & ART SUPPLIES,2002-11-21 00:00:00,1
1-URGENT,53806,COMPUTER PERIPHERALS,2002-11-22 00:00:00,2
1-URGENT,53825,PENS & ART SUPPLIES,2002-11-23 00:00:00,2
1-URGENT,53826,PAPER,2002-11-22 00:00:00,1
1-URGENT,53827,OFFICE FURNISHINGS,2002-11-23 00:00:00,2
1-URGENT,53828,SCISSORS\, RULERS AND TRIMMERS,2002-11-22 00:00:00,1
1-URGENT,53854,TABLES,2002-11-23 00:00:00,1
1-URGENT,53855,RUBBER BANDS,2002-11-22 00:00:00,0
1-URGENT,53856,LABELS,2002-11-24 00:00:00,2
1-URGENT,53898,APPLIANCES,2002-11-24 00:00:00,1
1-URGENT,53899,COMPUTER PERIPHERALS,2002-11-26 00:00:00,3
1-URGENT,53900,LABELS,2002-11-25 00:00:00,2
1-URGENT,53938,STORAGE & ORGANIZATION,2002-11-26 00:00:00,1
1-URGENT,53939,COMPUTER PERIPHERALS,2002-11-26 00:00:00,1
1-URGENT,53940,PAPER,2002-11-26 00:00:00,1
1-URGENT,53941,PAPER,2002-11-26 00:00:00,1
1-URGENT,53947,PAPER,2002-11-28 00:00:00,2
1-URGENT,53948,PAPER,2002-11-26 00:00:00,0
1-URGENT,53949,OFFICE FURNISHINGS,2002-11-27 00:00:00,1
1-URGENT,53950,OFFICE FURNISHINGS,2002-11-28 00:00:00,2
1-URGENT,53951,BINDERS AND BINDER ACCESSORIES,2002-11-27 00:00:00,1
1-URGENT,53952,COMPUTER PERIPHERALS,2002-11-27 00:00:00,1
1-URGENT,53973,PENS & ART SUPPLIES,2002-11-28 00:00:00,2
1-URGENT,53974,PENS & ART SUPPLIES,2002-11-28 00:00:00,2
1-URGENT,53975,PAPER,2002-11-27 00:00:00,1
1-URGENT,53976,OFFICE FURNISHINGS,2002-11-28 00:00:00,2
1-URGENT,53977,LABELS,2002-11-26 00:00:00,0
1-URGENT,53978,OFFICE MACHINES,2002-11-28 00:00:00,2
1-URGENT,53979,COMPUTER PERIPHERALS,2002-11-28 00:00:00,2
1-URGENT,53983,BINDERS AND BINDER ACCESSORIES,2002-11-27 00:00:00,1
1-URGENT,53984,LABELS,2002-11-28 00:00:00,2
1-URGENT,53985,APPLIANCES,2002-11-28 00:00:00,2
1-URGENT,53986,TELEPHONES AND COMMUNICATION,2002-11-28 00:00:00,2
1-URGENT,53987,PENS & ART SUPPLIES,2002-11-28 00:00:00,2
1-URGENT,53988,STORAGE & ORGANIZATION,2002-11-27 00:00:00,1
1-URGENT,53989,COMPUTER PERIPHERALS,2002-11-27 00:00:00,1
1-URGENT,53997,PENS & ART SUPPLIES,2002-11-29 00:00:00,2
1-URGENT,53998,BINDERS AND BINDER ACCESSORIES,2002-11-29 00:00:00,2
1-URGENT,53999,PAPER,2002-11-28 00:00:00,1
1-URGENT,54000,OFFICE FURNISHINGS,2002-11-29 00:00:00,2
1-URGENT,54001,TABLES,2002-11-30 00:00:00,3
1-URGENT,54002,APPLIANCES,2002-11-29 00:00:00,2
1-URGENT,54003,PENS & ART SUPPLIES,2002-11-28 00:00:00,1
1-URGENT,54049,COMPUTER PERIPHERALS,2002-11-30 00:00:00,1
1-URGENT,54050,TELEPHONES AND COMMUNICATION,2002-11-29 00:00:00,0
1-URGENT,54051,TELEPHONES AND COMMUNICATION,2002-11-29 00:00:00,0
1-URGENT,54052,BOOKCASES,2002-11-30 00:00:00,1
1-URGENT,54053,RUBBER BANDS,2002-11-30 00:00:00,1
1-URGENT,54054,OFFICE FURNISHINGS,2002-12-01 00:00:00,2
1-URGENT,54071,PENS & ART SUPPLIES,2002-12-03 00:00:00,2
1-URGENT,54084,CHAIRS & CHAIRMATS,2002-12-04 00:00:00,2
1-URGENT,54085,PAPER,2002-12-03 00:00:00,1
1-URGENT,54086,TELEPHONES AND COMMUNICATION,2002-12-03 00:00:00,1
1-URGENT,54087,APPLIANCES,2002-12-03 00:00:00,1
1-URGENT,54088,PENS & ART SUPPLIES,2002-12-05 00:00:00,3
1-URGENT,54089,PAPER,2002-12-04 00:00:00,2
1-URGENT,54090,TELEPHONES AND COMMUNICATION,2002-12-04 00:00:00,2
1-URGENT,54091,COMPUTER PERIPHERALS,2002-12-02 00:00:00,0
1-URGENT,54097,TELEPHONES AND COMMUNICATION,2002-12-03 00:00:00,1
1-URGENT,54098,PAPER,2002-12-03 00:00:00,1
1-URGENT,54099,LABELS,2002-12-03 00:00:00,1
1-URGENT,54106,ENVELOPES,2002-12-04 00:00:00,1
1-URGENT,54107,RUBBER BANDS,2002-12-04 00:00:00,1
1-URGENT,54108,TELEPHONES AND COMMUNICATION,2002-12-05 00:00:00,2
1-URGENT,54109,BINDERS AND BINDER ACCESSORIES,2002-12-04 00:00:00,1
1-URGENT,54110,ENVELOPES,2002-12-05 00:00:00,2
1-URGENT,54111,OFFICE FURNISHINGS,2002-12-05 00:00:00,2
1-URGENT,54129,OFFICE MACHINES,2002-12-05 00:00:00,1
1-URGENT,54130,BINDERS AND BINDER ACCESSORIES,2002-12-06 00:00:00,2
1-URGENT,54131,BINDERS AND BINDER ACCESSORIES,2002-12-06 00:00:00,2
1-URGENT,54132,PAPER,2002-12-05 00:00:00,1
1-URGENT,54133,STORAGE & ORGANIZATION,2002-12-05 00:00:00,1
1-URGENT,54134,LABELS,2002-12-05 00:00:00,1
1-URGENT,54135,TELEPHONES AND COMMUNICATION,2002-12-06 00:00:00,2
1-URGENT,54136,BINDERS AND BINDER ACCESSORIES,2002-12-05 00:00:00,1
1-URGENT,54137,OFFICE FURNISHINGS,2002-12-05 00:00:00,1
1-URGENT,54138,BINDERS AND BINDER ACCESSORIES,2002-12-05 00:00:00,1
1-URGENT,54139,PAPER,2002-12-04 00:00:00,0
1-URGENT,54140,OFFICE MACHINES,2002-12-06 00:00:00,2
1-URGENT,54155,PAPER,2002-12-06 00:00:00,2
1-URGENT,54156,PAPER,2002-12-04 00:00:00,0
1-URGENT,54157,OFFICE FURNISHINGS,2002-12-06 00:00:00,2
1-URGENT,54158,PENS & ART SUPPLIES,2002-12-04 00:00:00,0
1-URGENT,54159,COPIERS AND FAX,2002-12-06 00:00:00,1
1-URGENT,54160,COMPUTER PERIPHERALS,2002-12-06 00:00:00,1
1-URGENT,54161,PAPER,2002-12-07 00:00:00,2
1-URGENT,54162,OFFICE FURNISHINGS,2002-12-06 00:00:00,1
1-URGENT,54163,PENS & ART SUPPLIES,2002-12-07 00:00:00,2
1-URGENT,54211,TELEPHONES AND COMMUNICATION,2002-12-07 00:00:00,1
1-URGENT,54228,COMPUTER PERIPHERALS,2002-12-09 00:00:00,2
1-URGENT,54229,PENS & ART SUPPLIES,2002-12-07 00:00:00,0
1-URGENT,54230,PAPER,2002-12-08 00:00:00,1
1-URGENT,54231,CHAIRS & CHAIRMATS,2002-12-09 00:00:00,2
1-URGENT,54232,BINDERS AND BINDER ACCESSORIES,2002-12-08 00:00:00,1
1-URGENT,54266,COMPUTER PERIPHERALS,2002-12-10 00:00:00,1
1-URGENT,54267,PENS & ART SUPPLIES,2002-12-11 00:00:00,2
1-URGENT,54268,PAPER,2002-12-10 00:00:00,1
1-URGENT,54269,PENS & ART SUPPLIES,2002-12-11 00:00:00,2
1-URGENT,54270,PENS & ART SUPPLIES,2002-12-11 00:00:00,2
1-URGENT,54353,TABLES,2002-12-13 00:00:00,0
1-URGENT,54354,BOOKCASES,2002-12-14 00:00:00,1
1-URGENT,54355,OFFICE FURNISHINGS,2002-12-16 00:00:00,3
1-URGENT,54356,TELEPHONES AND COMMUNICATION,2002-12-15 00:00:00,2
1-URGENT,54357,BINDERS AND BINDER ACCESSORIES,2002-12-14 00:00:00,1
1-URGENT,54383,LABELS,2002-12-15 00:00:00,2
1-URGENT,54384,APPLIANCES,2002-12-15 00:00:00,2
1-URGENT,54385,CHAIRS & CHAIRMATS,2002-12-14 00:00:00,1
