none_Customer_State_nk,none_Order_Date_ok,sum_My_Divide_By_Zero_ok
CALIFORNIA,1999-11-01 00:00:00,1709.7999999999997
CALIFORNIA,1999-11-12 00:00:00,0
CALIFORNIA,1999-12-17 00:00:00,2439
CALIFORNIA,2000-01-27 00:00:00,4368.5
CALIFORNIA,2000-02-13 00:00:00,1792.8999999999999
CALIFORNIA,2000-04-19 00:00:00,4375
CALIFORNIA,2000-04-21 00:00:00,7741.888888888889
CALIFORNIA,2000-05-03 00:00:00,0
CALIFORNIA,2000-06-23 00:00:00,5219.6
CALIFORNIA,2000-07-08 00:00:00,0
CALIFORNIA,2000-10-11 00:00:00,3122.0000000000005
CALIFORNIA,2000-10-26 00:00:00,2149.5
CALIFORNIA,2000-10-28 00:00:00,5194.199999999999
CALIFORNIA,2001-01-24 00:00:00,2914.909090909091
CALIFORNIA,2001-02-20 00:00:00,1871.8181818181818
CALIFORNIA,2001-04-02 00:00:00,7441.5
CALIFORNIA,2001-06-04 00:00:00,6378.428571428571
CALIFORNIA,2001-07-02 00:00:00,1424.8333333333333
CALIFORNIA,2002-03-27 00:00:00,1459.7999999999997
CALIFORNIA,2002-05-28 00:00:00,1675.7692307692307
CALIFORNIA,2002-09-17 00:00:00,4352.625
CALIFORNIA,2002-10-18 00:00:00,1318.625
CALIFORNIA,2002-11-09 00:00:00,2126
CALIFORNIA,2002-12-17 00:00:00,3176
CALIFORNIA,2002-12-23 00:00:00,0
COLORADO,1997-01-26 00:00:00,0
COLORADO,1997-03-08 00:00:00,10605.25
COLORADO,1997-03-13 00:00:00,2090.5714285714284
COLORADO,1997-04-06 00:00:00,888.5999999999999
COLORADO,1997-05-12 00:00:00,5250.2
COLORADO,1997-05-28 00:00:00,5250.2
COLORADO,1997-07-26 00:00:00,7089
COLORADO,1997-08-14 00:00:00,13366.000000000002
COLORADO,1997-08-29 00:00:00,1734.375
COLORADO,1997-09-14 00:00:00,27549
COLORADO,1997-09-16 00:00:00,4173.999999999999
COLORADO,1997-09-22 00:00:00,14634
COLORADO,1997-12-07 00:00:00,8929.8
COLORADO,1998-03-10 00:00:00,17098
COLORADO,1998-04-17 00:00:00,6492.749999999999
COLORADO,1998-05-22 00:00:00,6060.142857142856
COLORADO,1998-05-28 00:00:00,4619.599999999999
COLORADO,1998-06-20 00:00:00,17929
COLORADO,1998-08-17 00:00:00,1899.7777777777778
COLORADO,1998-10-31 00:00:00,6524.5
COLORADO,1998-11-24 00:00:00,2899.7777777777783
COLORADO,1998-12-01 00:00:00,14909.6
COLORADO,1998-12-10 00:00:00,4625
COLORADO,1999-01-09 00:00:00,4299
COLORADO,1999-04-28 00:00:00,1734.375
COLORADO,1999-05-12 00:00:00,1829.25
COLORADO,1999-05-16 00:00:00,761.5
COLORADO,1999-05-24 00:00:00,0
COLORADO,1999-08-06 00:00:00,7718.599999999999
COLORADO,1999-08-15 00:00:00,7871.142857142857
COLORADO,1999-09-04 00:00:00,1719.6
COLORADO,1999-09-15 00:00:00,4009.8
COLORADO,1999-09-24 00:00:00,8699.333333333334
COLORADO,1999-10-14 00:00:00,14883
COLORADO,1999-11-26 00:00:00,0
COLORADO,2000-01-30 00:00:00,1772.25
COLORADO,2000-05-03 00:00:00,22755
COLORADO,2000-05-30 00:00:00,3246.3749999999995
COLORADO,2000-07-06 00:00:00,3792.5000000000005
COLORADO,2000-07-08 00:00:00,2434.166666666667
COLORADO,2000-07-17 00:00:00,2369.7
COLORADO,2000-09-05 00:00:00,12985.499999999998
COLORADO,2000-10-01 00:00:00,25970.999999999996
COLORADO,2000-11-11 00:00:00,304.59999999999997
COLORADO,2000-11-27 00:00:00,1824.7499999999998
COLORADO,2000-12-02 00:00:00,6412.799999999999
COLORADO,2000-12-21 00:00:00,55098
COLORADO,2001-01-26 00:00:00,0
COLORADO,2001-02-14 00:00:00,1417.8
COLORADO,2001-03-14 00:00:00,1771.6666666666667
COLORADO,2001-04-08 00:00:00,17410.5
COLORADO,2001-05-26 00:00:00,26251
COLORADO,2001-06-08 00:00:00,0
COLORADO,2001-07-17 00:00:00,17929
COLORADO,2001-09-24 00:00:00,0
COLORADO,2001-09-30 00:00:00,33336
COLORADO,2001-11-09 00:00:00,3645.8333333333335
COLORADO,2001-11-20 00:00:00,27549
COLORADO,2001-11-21 00:00:00,3485.7999999999997
COLORADO,2001-11-22 00:00:00,2887.25
COLORADO,2001-12-17 00:00:00,13875
COLORADO,2002-01-09 00:00:00,0
COLORADO,2002-01-30 00:00:00,5922.714285714286
COLORADO,2002-02-25 00:00:00,32063.999999999996
COLORADO,2002-04-07 00:00:00,4878
COLORADO,2002-09-04 00:00:00,8737
COLORADO,2002-10-11 00:00:00,7699.333333333333
COLORADO,2002-10-15 00:00:00,545.3076923076923
COLORADO,2002-11-03 00:00:00,0
COLORADO,2002-11-04 00:00:00,1463.3999999999999
COLORADO,2002-12-14 00:00:00,3516.3333333333335
COLORADO,2002-12-16 00:00:00,5147.5
CONNECTICUT,1997-01-14 00:00:00,1054.8999999999999
CONNECTICUT,1997-01-31 00:00:00,2090.5714285714284
CONNECTICUT,1997-03-03 00:00:00,7302.5
CONNECTICUT,1997-04-15 00:00:00,3761.2999999999997
CONNECTICUT,1997-05-13 00:00:00,25970.999999999996
CONNECTICUT,1997-07-03 00:00:00,2489.7999999999997
CONNECTICUT,1997-07-12 00:00:00,2489.7999999999997
CONNECTICUT,1997-08-24 00:00:00,10435
CONNECTICUT,1997-10-10 00:00:00,2287.777777777778
CONNECTICUT,1997-10-29 00:00:00,859.8
CONNECTICUT,1997-11-19 00:00:00,1460.5
CONNECTICUT,1998-01-17 00:00:00,3482.0999999999995
CONNECTICUT,1998-03-24 00:00:00,5315
CONNECTICUT,1998-03-31 00:00:00,5302.625
CONNECTICUT,1998-04-16 00:00:00,4443
CONNECTICUT,1998-04-30 00:00:00,17410.5
CONNECTICUT,1998-06-08 00:00:00,6592.049999999999
CONNECTICUT,1998-07-26 00:00:00,4683.000000000001
CONNECTICUT,1998-07-27 00:00:00,1181.5
CONNECTICUT,1998-08-12 00:00:00,4375.166666666667
CONNECTICUT,1998-08-22 00:00:00,397
CONNECTICUT,1998-08-25 00:00:00,0
CONNECTICUT,1998-09-03 00:00:00,1677.5555555555554
CONNECTICUT,1998-09-21 00:00:00,14605
CONNECTICUT,1998-09-26 00:00:00,44649
CONNECTICUT,1998-12-02 00:00:00,8015.999999999999
CONNECTICUT,1999-01-22 00:00:00,3176
CONNECTICUT,1999-03-01 00:00:00,14634
CONNECTICUT,1999-04-07 00:00:00,6887.25
CONNECTICUT,1999-05-15 00:00:00,5446.25
CONNECTICUT,1999-07-18 00:00:00,6562.75
CONNECTICUT,1999-08-01 00:00:00,507.6666666666667
CONNECTICUT,1999-08-10 00:00:00,8382.5
CONNECTICUT,1999-08-18 00:00:00,6562.75
CONNECTICUT,1999-09-11 00:00:00,9366.000000000002
CONNECTICUT,1999-11-20 00:00:00,0
CONNECTICUT,1999-12-06 00:00:00,2775
CONNECTICUT,1999-12-07 00:00:00,4455.333333333334
CONNECTICUT,1999-12-13 00:00:00,3112.25
CONNECTICUT,2000-01-10 00:00:00,2921
CONNECTICUT,2000-01-12 00:00:00,7396.5
CONNECTICUT,2000-04-07 00:00:00,2633
CONNECTICUT,2000-04-09 00:00:00,3543.3333333333335
CONNECTICUT,2000-05-15 00:00:00,4014
CONNECTICUT,2000-05-22 00:00:00,4179.222222222223
CONNECTICUT,2000-06-01 00:00:00,6552.75
CONNECTICUT,2000-07-09 00:00:00,8750.333333333334
CONNECTICUT,2000-10-04 00:00:00,2573.75
CONNECTICUT,2000-11-12 00:00:00,17929
CONNECTICUT,2001-01-26 00:00:00,4368.5
CONNECTICUT,2001-02-17 00:00:00,2442.571428571428
CONNECTICUT,2001-02-21 00:00:00,2137.25
CONNECTICUT,2001-04-21 00:00:00,380.75
CONNECTICUT,2001-05-16 00:00:00,10937.5
CONNECTICUT,2001-05-24 00:00:00,3761.2999999999997
CONNECTICUT,2001-06-11 00:00:00,2275.5
CONNECTICUT,2001-09-08 00:00:00,7089
CONNECTICUT,2001-10-07 00:00:00,3134.416666666667
CONNECTICUT,2001-10-22 00:00:00,5619.6
CONNECTICUT,2001-10-27 00:00:00,1054.8999999999999
CONNECTICUT,2001-10-31 00:00:00,3761.2999999999997
CONNECTICUT,2002-03-18 00:00:00,2941.428571428571
CONNECTICUT,2002-03-25 00:00:00,3468.75
CONNECTICUT,2002-04-21 00:00:00,5446.25
CONNECTICUT,2002-04-23 00:00:00,8705.25
CONNECTICUT,2002-05-25 00:00:00,3562.6666666666665
CONNECTICUT,2002-07-04 00:00:00,4591.5
CONNECTICUT,2002-09-11 00:00:00,3651.25
CONNECTICUT,2002-09-15 00:00:00,4238.307692307692
CONNECTICUT,2002-09-25 00:00:00,1216.5
CONNECTICUT,2002-10-10 00:00:00,5302.625
CONNECTICUT,2002-11-06 00:00:00,4179.222222222223
DELAWARE,1997-03-01 00:00:00,8714.5
DELAWARE,1997-04-23 00:00:00,11112
DELAWARE,1997-04-26 00:00:00,7441.5
DELAWARE,1997-04-27 00:00:00,17410.5
DELAWARE,1997-04-30 00:00:00,1387.5
DELAWARE,1997-05-04 00:00:00,13913.333333333334
DELAWARE,1997-05-10 00:00:00,4299
DELAWARE,1997-05-14 00:00:00,7441.5
DELAWARE,1997-05-22 00:00:00,2516.333333333333
DELAWARE,1997-10-08 00:00:00,9183
DELAWARE,1997-10-20 00:00:00,8657
DELAWARE,1998-02-27 00:00:00,13875
DELAWARE,1998-04-02 00:00:00,0
DELAWARE,1998-04-10 00:00:00,0
DELAWARE,1998-06-01 00:00:00,4014
DELAWARE,1998-08-01 00:00:00,5976.333333333333
DELAWARE,1998-08-21 00:00:00,2723.125
DELAWARE,1998-08-25 00:00:00,2059
DELAWARE,1998-10-07 00:00:00,1481
DELAWARE,1998-11-26 00:00:00,23098
DELAWARE,1999-03-19 00:00:00,859.8
DELAWARE,1999-05-23 00:00:00,0
DELAWARE,1999-07-04 00:00:00,7302.5
DELAWARE,1999-08-27 00:00:00,761.5
DELAWARE,1999-08-29 00:00:00,2085.428571428571
DELAWARE,1999-10-05 00:00:00,37613
DELAWARE,2000-01-27 00:00:00,12537.666666666668
DELAWARE,2000-01-28 00:00:00,0
DELAWARE,2000-02-14 00:00:00,1887.2499999999998
DELAWARE,2000-02-18 00:00:00,4482.25
DELAWARE,2000-03-16 00:00:00,3658.5
DELAWARE,2000-05-04 00:00:00,0
DELAWARE,2000-07-05 00:00:00,0
DELAWARE,2000-07-10 00:00:00,380.75
DELAWARE,2000-08-05 00:00:00,4179.222222222223
DELAWARE,2000-09-15 00:00:00,5032.666666666666
DELAWARE,2000-10-23 00:00:00,10630
DELAWARE,2000-12-09 00:00:00,217.57142857142856
DELAWARE,2001-01-01 00:00:00,253.83333333333334
DELAWARE,2001-02-15 00:00:00,25064.8
DELAWARE,2001-02-17 00:00:00,2126
DELAWARE,2001-03-19 00:00:00,2921
DELAWARE,2001-04-10 00:00:00,7024.5
DELAWARE,2001-05-22 00:00:00,12449
DELAWARE,2001-08-23 00:00:00,1772.25
DELAWARE,2001-11-06 00:00:00,4580.5714285714275
DELAWARE,2001-12-15 00:00:00,1778.428571428571
DELAWARE,2001-12-28 00:00:00,3849.6666666666665
DELAWARE,2002-02-22 00:00:00,4551
DELAWARE,2002-02-26 00:00:00,1776.7692307692307
DELAWARE,2002-06-25 00:00:00,4464.9
DELAWARE,2002-07-01 00:00:00,1924.8333333333333
DELAWARE,2002-07-29 00:00:00,2561.2857142857138
DELAWARE,2002-08-01 00:00:00,5217.5
DELAWARE,2002-08-26 00:00:00,26098
DELAWARE,2002-09-01 00:00:00,3206.3999999999996
DELAWARE,2002-12-27 00:00:00,22215.333333333332
FLORIDA,1997-01-09 00:00:00,5373.285714285714
FLORIDA,1997-02-07 00:00:00,3849.6666666666665
FLORIDA,1997-05-23 00:00:00,2988.1666666666665
FLORIDA,1997-05-24 00:00:00,9872.666666666668
FLORIDA,1997-06-13 00:00:00,2137.25
FLORIDA,1997-06-25 00:00:00,1506.9999999999998
FLORIDA,1997-07-27 00:00:00,10605.25
FLORIDA,1997-08-01 00:00:00,2516.333333333333
FLORIDA,1997-09-02 00:00:00,10103.472222222223
FLORIDA,1997-09-20 00:00:00,17929
FLORIDA,1997-11-25 00:00:00,4118
FLORIDA,1998-02-02 00:00:00,21875
FLORIDA,1998-02-28 00:00:00,0
FLORIDA,1998-03-03 00:00:00,11019.6
FLORIDA,1998-03-17 00:00:00,0
FLORIDA,1998-03-26 00:00:00,1318.625
FLORIDA,1998-04-09 00:00:00,2887.25
FLORIDA,1998-04-21 00:00:00,0
FLORIDA,1998-05-31 00:00:00,2149.5
FLORIDA,1998-07-27 00:00:00,0
FLORIDA,1998-09-11 00:00:00,2086.4285714285716
FLORIDA,1998-09-14 00:00:00,1523
FLORIDA,1998-09-27 00:00:00,2921
FLORIDA,1998-10-14 00:00:00,5924.25
FLORIDA,1998-10-20 00:00:00,10295
FLORIDA,1998-11-01 00:00:00,0
FLORIDA,1998-11-10 00:00:00,11884.7
FLORIDA,1998-11-27 00:00:00,1982.1428571428569
FLORIDA,1999-01-21 00:00:00,3571.328571428571
FLORIDA,1999-02-07 00:00:00,12985.499999999998
FLORIDA,1999-02-08 00:00:00,1417.8
FLORIDA,1999-02-10 00:00:00,16031.999999999998
FLORIDA,1999-02-15 00:00:00,8929.8
FLORIDA,1999-02-16 00:00:00,1417.8
FLORIDA,1999-03-06 00:00:00,3744.428571428571
FLORIDA,1999-04-07 00:00:00,7298.999999999999
FLORIDA,1999-04-11 00:00:00,3761.2999999999997
FLORIDA,1999-04-17 00:00:00,5774.5
FLORIDA,1999-05-19 00:00:00,16953.833333333332
FLORIDA,1999-06-11 00:00:00,5688.75
FLORIDA,1999-06-13 00:00:00,3774.4999999999995
FLORIDA,1999-06-25 00:00:00,21210.5
FLORIDA,1999-08-06 00:00:00,3333.6
FLORIDA,1999-08-25 00:00:00,2489.7999999999997
FLORIDA,1999-08-29 00:00:00,3124.9999999999995
FLORIDA,1999-09-12 00:00:00,1460.5
FLORIDA,1999-09-20 00:00:00,2287.777777777778
FLORIDA,1999-10-20 00:00:00,0
FLORIDA,1999-10-28 00:00:00,761.5
FLORIDA,1999-12-23 00:00:00,16668
FLORIDA,2000-01-05 00:00:00,1523
FLORIDA,2000-01-22 00:00:00,0
FLORIDA,2000-02-15 00:00:00,0
FLORIDA,2000-05-25 00:00:00,10435
FLORIDA,2000-07-02 00:00:00,4455.333333333334
FLORIDA,2000-07-06 00:00:00,2149.5
FLORIDA,2000-08-26 00:00:00,7024.5
FLORIDA,2000-08-27 00:00:00,2961.7999999999997
FLORIDA,2000-09-16 00:00:00,16770.25
FLORIDA,2000-12-11 00:00:00,1588
FLORIDA,2001-02-13 00:00:00,2361
FLORIDA,2001-06-05 00:00:00,6552.75
FLORIDA,2001-06-10 00:00:00,3535.0833333333335
FLORIDA,2001-06-17 00:00:00,2625.1
FLORIDA,2001-08-16 00:00:00,1932.7272727272727
FLORIDA,2001-08-19 00:00:00,3543.3333333333335
FLORIDA,2001-10-11 00:00:00,2090.5714285714284
FLORIDA,2001-12-08 00:00:00,6524.5
FLORIDA,2001-12-15 00:00:00,6412.799999999999
FLORIDA,2002-01-04 00:00:00,0
FLORIDA,2002-04-07 00:00:00,2174.8333333333335
FLORIDA,2002-04-14 00:00:00,1219.5
FLORIDA,2002-04-17 00:00:00,1742.8999999999999
FLORIDA,2002-05-17 00:00:00,2734.375
FLORIDA,2002-07-11 00:00:00,3535.0833333333335
FLORIDA,2002-08-30 00:00:00,1822.9166666666667
FLORIDA,2002-09-17 00:00:00,3122.0000000000005
FLORIDA,2002-10-01 00:00:00,4591.5
FLORIDA,2002-10-07 00:00:00,5343.933333333334
IDAHO,1997-06-01 00:00:00,20870
IDAHO,1997-07-10 00:00:00,6964.199999999999
IDAHO,1997-08-10 00:00:00,1792.8999999999999
IDAHO,1997-09-26 00:00:00,0
IDAHO,1997-11-21 00:00:00,6268.833333333334
IDAHO,1997-12-10 00:00:00,5302.625
IDAHO,1997-12-22 00:00:00,1417.8
IDAHO,1998-01-15 00:00:00,9183
IDAHO,1998-06-03 00:00:00,7404.5
IDAHO,1998-06-07 00:00:00,2885.6666666666665
IDAHO,1998-07-06 00:00:00,70629.6
IDAHO,1998-07-22 00:00:00,4118
IDAHO,1998-07-24 00:00:00,2844.375
IDAHO,1998-09-20 00:00:00,2919.5999999999995
IDAHO,1998-09-21 00:00:00,7548.999999999999
IDAHO,1998-09-26 00:00:00,4375
IDAHO,1998-11-01 00:00:00,3250.714285714286
IDAHO,1999-03-27 00:00:00,0
IDAHO,1999-04-24 00:00:00,0
IDAHO,1999-06-23 00:00:00,253.83333333333334
IDAHO,1999-08-03 00:00:00,4328.5
IDAHO,1999-08-18 00:00:00,2221.5
IDAHO,1999-10-30 00:00:00,9403.25
IDAHO,1999-12-10 00:00:00,10106.571428571428
IDAHO,1999-12-13 00:00:00,13339
IDAHO,1999-12-19 00:00:00,22426.125
IDAHO,2000-02-07 00:00:00,3562.6666666666665
IDAHO,2000-04-19 00:00:00,4167
IDAHO,2000-06-01 00:00:00,4683.000000000001
IDAHO,2000-08-18 00:00:00,0
IDAHO,2000-09-07 00:00:00,2109.7999999999997
IDAHO,2000-09-26 00:00:00,34821
IDAHO,2000-11-04 00:00:00,3019.5999999999995
IDAHO,2000-11-08 00:00:00,0
IDAHO,2000-11-11 00:00:00,1228.2857142857142
IDAHO,2000-11-28 00:00:00,4368.5
IDAHO,2000-12-16 00:00:00,4368.5
IDAHO,2000-12-21 00:00:00,304.59999999999997
IDAHO,2001-01-20 00:00:00,380.75
IDAHO,2001-02-23 00:00:00,7522.599999999999
IDAHO,2001-05-07 00:00:00,2068.6363636363635
IDAHO,2001-05-08 00:00:00,152.29999999999998
IDAHO,2001-05-31 00:00:00,2561.2857142857138
IDAHO,2001-06-19 00:00:00,2921
IDAHO,2001-07-06 00:00:00,0
IDAHO,2001-07-27 00:00:00,1588
IDAHO,2001-08-05 00:00:00,27549
IDAHO,2001-08-22 00:00:00,17929
IDAHO,2001-10-17 00:00:00,644.4545454545455
IDAHO,2001-12-20 00:00:00,13139.375
IDAHO,2002-01-06 00:00:00,957.6153846153845
IDAHO,2002-03-05 00:00:00,11607
IDAHO,2002-04-08 00:00:00,1887.2499999999998
IDAHO,2002-04-13 00:00:00,1217.0833333333335
IDAHO,2002-05-29 00:00:00,42421
IDAHO,2002-07-06 00:00:00,8484.199999999999
IDAHO,2002-07-29 00:00:00,7699.333333333333
IDAHO,2002-08-11 00:00:00,4591.5
IDAHO,2002-08-16 00:00:00,794
IDAHO,2002-09-28 00:00:00,0
IDAHO,2002-10-28 00:00:00,41740
IDAHO,2002-11-26 00:00:00,1417.8
IDAHO,2002-12-15 00:00:00,0
IDAHO,2002-12-27 00:00:00,1172.111111111111
ILLINOIS,1997-01-29 00:00:00,4274.5
ILLINOIS,1997-02-07 00:00:00,9163.483333333334
ILLINOIS,1997-02-19 00:00:00,6667.2
ILLINOIS,1997-02-28 00:00:00,1829.25
ILLINOIS,1997-04-14 00:00:00,3112.25
ILLINOIS,1997-05-08 00:00:00,6667.2
ILLINOIS,1997-06-08 00:00:00,1433.0000000000002
ILLINOIS,1997-06-11 00:00:00,14597.999999999998
ILLINOIS,1997-06-30 00:00:00,21875
ILLINOIS,1997-09-10 00:00:00,6412.799999999999
ILLINOIS,1997-10-06 00:00:00,2528.3333333333335
ILLINOIS,1997-11-24 00:00:00,7298.999999999999
ILLINOIS,1997-12-05 00:00:00,3468.75
