none_Order_Date_ok,none_PID_ok,none_Product_Container_nk,"none_Product_Name_nk",sum_Fill_Time_ok
2001-01-07 00:00:00,36710,JUMBO DRUM,"Panasonic KX-P2130 Dot Matrix Printer",12
2001-01-07 00:00:00,36711,SMALL BOX,"CF 768",12
2001-01-07 00:00:00,36712,SMALL BOX,"Microsoft Multimedia Keyboard",12
2001-01-07 00:00:00,36729,JUMBO BOX,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",12
2001-01-07 00:00:00,36730,JUMBO DRUM,"Hewlett-Packard Business Color Inkjet 3000 [N, DTN] Series Printers",12
2001-01-09 00:00:00,36765,SMALL BOX,"Avery Durable Slant Ring Binders, No Labels",12
2001-01-09 00:00:00,36766,SMALL BOX,"Colored Envelopes",12
2001-01-09 00:00:00,36767,SMALL BOX,"Xerox 1899",12
2001-01-09 00:00:00,36768,MEDIUM BOX,"Eldon ""L"" Workstation Diamond Chairmat",12
2001-01-09 00:00:00,36769,SMALL BOX,"270c",12
2001-01-09 00:00:00,36770,SMALL BOX,"Belkin MediaBoard 104- Keyboard",12
2001-01-10 00:00:00,36780,SMALL BOX,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",12
2001-01-10 00:00:00,36781,SMALL BOX,"Canvas Sectional Post Binders",12
2001-01-12 00:00:00,36830,SMALL BOX,"6185",12
2001-01-12 00:00:00,36831,WRAP BAG,"Letter Slitter",12
2001-01-12 00:00:00,36832,WRAP BAG,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",12
2001-01-12 00:00:00,36833,WRAP BAG,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",12
2001-01-12 00:00:00,36834,SMALL BOX,"Xerox 1925",12
2001-01-13 00:00:00,36856,JUMBO DRUM,"Hon Every-Day® Series Multi-Task Chairs",12
2001-01-13 00:00:00,36857,SMALL BOX,"Xerox 1984",12
2001-01-13 00:00:00,36858,SMALL BOX,"Belkin F9M820V08 8 Outlet Surge",12
2001-01-13 00:00:00,36859,SMALL PACK,"Sony MFD2HD Formatted Diskettes, 10/Pack",12
2001-01-13 00:00:00,36860,SMALL PACK,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",12
2001-01-13 00:00:00,36861,SMALL BOX,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",12
2001-01-13 00:00:00,36862,SMALL BOX,"Zoom V.92 V.44 PCI Internal Controllerless FaxModem",12
2001-01-13 00:00:00,36863,SMALL PACK,"Verbatim DVD-R, 4.7GB, Spindle, White, Blank, Ink Jet/Thermal, 20/Spindle, SS",12
2001-01-13 00:00:00,36890,WRAP BAG,"Eldon Radial Chair Mat for Low to Medium Pile Carpets",12
2001-01-14 00:00:00,36894,JUMBO BOX,"Hon Racetrack Conference Tables",12
2001-01-14 00:00:00,36895,SMALL BOX,"Staples Colored Bar Computer Paper",12
2001-01-14 00:00:00,36896,SMALL BOX,"Tops Green Bar Computer Printout Paper",12
2001-01-14 00:00:00,36897,SMALL BOX,"252",12
2001-01-14 00:00:00,36898,SMALL BOX,"Avery 501",12
2001-01-15 00:00:00,36927,SMALL BOX,"6160i",12
2001-01-15 00:00:00,36928,SMALL PACK,"Sony 80-Minute CD-R Spindle, 50/Pack",12
2001-01-15 00:00:00,36929,SMALL BOX,"Staples Colored Interoffice Envelopes",12
2001-01-15 00:00:00,36930,SMALL BOX,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",12
2001-01-15 00:00:00,36931,SMALL BOX,"Xerox 1923",12
2001-01-15 00:00:00,36932,JUMBO BOX,"Rush Hierlooms Collection Rich Wood Bookcases",12
2001-01-15 00:00:00,36933,SMALL BOX,"Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind",12
2001-01-15 00:00:00,36936,WRAP BAG,"Sanford Prismacolor® Professional Thick Lead Art Pencils, 36-Color Set",12
2001-01-15 00:00:00,36937,SMALL BOX,"Belkin 8 Outlet Surge Protector",12
2001-01-15 00:00:00,36939,SMALL BOX,"Logitech Cordless Access Duo",12
2001-01-15 00:00:00,36940,WRAP BAG,"Staples Vinyl Paper Clips",12
2001-01-15 00:00:00,36941,SMALL BOX,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",12
2001-01-15 00:00:00,36942,WRAP BAG,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾??? x 11???",12
2001-01-15 00:00:00,36943,MEDIUM BOX,"Canon BP1200DH 12-Digit Bubble Jet Printing Calculator",12
2001-01-15 00:00:00,36944,SMALL BOX,"DAX Clear Channel Poster Frame",12
2001-01-15 00:00:00,36945,WRAP BAG,"Document Clip Frames",12
2001-01-15 00:00:00,36949,WRAP BAG,"Eldon Econocleat® Chair Mats for Low Pile Carpets",12
2001-01-15 00:00:00,36950,MEDIUM BOX,"Harmony Air Purifier",12
2001-01-15 00:00:00,36951,WRAP BAG,"Newell 328",12
2001-01-15 00:00:00,36952,SMALL BOX,"Safco Chair Connectors, 6/Carton",12
2001-01-15 00:00:00,36953,MEDIUM BOX,"Premier Automatic Letter Opener",12
2001-01-15 00:00:00,36954,SMALL BOX,"5170i",12
2001-01-18 00:00:00,36993,SMALL BOX,"Wilson Jones Hanging Recycled Pressboard Data Binders",12
2001-01-18 00:00:00,36994,SMALL BOX,"Woodgrain Magazine Files by Perma",12
2001-01-18 00:00:00,36995,SMALL BOX,"i270",12
2001-01-18 00:00:00,36996,WRAP BAG,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",12
2001-01-18 00:00:00,36997,SMALL BOX,"Recycled Pressboard Report Cover with Reinforced Top Hinge",12
2001-01-18 00:00:00,36998,SMALL BOX,"Xerox 1995",12
2001-01-18 00:00:00,36999,SMALL BOX,"Bulldog Table or Wall-Mount Pencil Sharpener",12
2001-01-18 00:00:00,37000,JUMBO DRUM,"Office Star Flex Back Scooter Chair with White Frame",12
2001-01-18 00:00:00,37001,SMALL BOX,"Avery 506",12
2001-01-18 00:00:00,37002,SMALL BOX,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",12
2001-01-18 00:00:00,37003,WRAP BAG,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6??? x 11???",12
2001-01-19 00:00:00,37013,WRAP BAG,"Newell 317",12
2001-01-19 00:00:00,37014,SMALL BOX,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",12
2001-01-19 00:00:00,37015,JUMBO DRUM,"Okidata ML590 Wide Format Dot Matrix Printer",12
2001-01-19 00:00:00,37016,SMALL PACK,"Maxell CD-R Discs",12
2001-01-20 00:00:00,37037,SMALL BOX,"Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags",12
2001-01-20 00:00:00,37038,SMALL BOX,"Eldon Regeneration Recycled Desk Accessories, Black",12
2001-01-20 00:00:00,37039,SMALL BOX,"Fellowes PB200 Plastic Comb Binding Machine",12
2001-01-20 00:00:00,37040,JUMBO DRUM,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",12
2001-01-20 00:00:00,37041,SMALL BOX,"Wilson Jones® Active Use Binders",12
2001-01-20 00:00:00,37042,SMALL PACK,"Boston 1900 Electric Pencil Sharpener",12
2001-01-21 00:00:00,37070,SMALL PACK,"Maxell 4.7GB DVD+R 5/Pack",12
2001-01-21 00:00:00,37071,SMALL BOX,"2160",12
2001-01-21 00:00:00,37072,SMALL BOX,"Staples Copy Paper (20Lb. and 84 Bright)",12
2001-01-21 00:00:00,37073,SMALL BOX,"Xerox 1933",12
2001-01-21 00:00:00,37074,SMALL BOX,"Xerox 1941",12
2001-01-21 00:00:00,37075,JUMBO BOX,"Hon Metal Bookcases, Putty",12
2001-01-21 00:00:00,37076,SMALL BOX,"Hayes Optima 56K V.90 External Voice Modem",12
2001-01-21 00:00:00,37097,SMALL BOX,"Wilson Jones® Active Use Binders",12
2001-01-21 00:00:00,37098,WRAP BAG,"Avery Hi-Liter® Smear-Safe Highlighters",12
2001-01-21 00:00:00,37099,SMALL BOX,"Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection",12
2001-01-23 00:00:00,37141,WRAP BAG,"Rediform Voice Mail Log Books",12
2001-01-23 00:00:00,37142,SMALL BOX,"Southworth 25% Cotton Premium Laser Paper and Envelopes",12
2001-01-23 00:00:00,37143,SMALL BOX,"Avery 510",12
2001-01-23 00:00:00,37144,MEDIUM BOX,"HP 30S Scientific Calculator",12
2001-01-23 00:00:00,37145,MEDIUM BOX,"Casio FX115MSPLUS Scientific Calculator, Solar/Battery, 10-Digit, Hard Case",12
2001-01-23 00:00:00,37146,SMALL BOX,"12-1/2 Diameter Round Wall Clock",12
2001-01-23 00:00:00,37147,JUMBO BOX,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",12
2001-01-28 00:00:00,37216,SMALL BOX,"Eldon® 200 Class??? Desk Accessories, Smoke",12
2001-01-28 00:00:00,37217,SMALL PACK,"OIC Stacking Trays",12
2001-01-28 00:00:00,37218,JUMBO DRUM,"Global Leather Task Chair, Black",12
2001-01-28 00:00:00,37219,JUMBO DRUM,"Office Star - Task Chair with Contemporary Loop Arms",12
2001-01-28 00:00:00,37228,JUMBO DRUM,"Global Fabric Manager's Chair, Dark Gray",12
2001-01-28 00:00:00,37229,WRAP BAG,"Assorted Color Push Pins",12
2001-01-28 00:00:00,37230,JUMBO DRUM,"Okidata ML590 Wide Format Dot Matrix Printer",12
2001-01-28 00:00:00,37237,SMALL BOX,"iDEN i95",12
2001-01-28 00:00:00,37238,SMALL BOX,"6161",12
2001-01-28 00:00:00,37239,SMALL BOX,"Southworth Parchment Paper & Envelopes",12
2001-01-28 00:00:00,37240,SMALL BOX,"HP Office Recycled Paper (20Lb. and 87 Bright)",12
2001-01-29 00:00:00,37281,SMALL BOX,"Xerox 1888",12
2001-01-31 00:00:00,37313,SMALL BOX,"T61",12
2001-01-31 00:00:00,37314,SMALL BOX,"i600",12
2001-01-31 00:00:00,37315,JUMBO BOX,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",12
2001-01-31 00:00:00,37316,SMALL BOX,"Avery Printable Repositionable Plastic Tabs",12
2001-01-31 00:00:00,37317,LARGE BOX,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",12
2001-01-31 00:00:00,37318,SMALL BOX,"Eldon Expressions??? Desk Accessory, Wood Pencil Holder, Oak",12
2001-01-31 00:00:00,37319,SMALL BOX,"Mobile Personal File Cube",12
2001-02-01 00:00:00,37338,WRAP BAG,"Newell 336",12
2001-02-01 00:00:00,37339,SMALL BOX,"Xerox 1992",12
2001-02-01 00:00:00,37340,SMALL BOX,"Acco PRESSTEX® Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",12
2001-02-03 00:00:00,37396,SMALL BOX,"Acco 6 Outlet Guardian Basic Surge Suppressor",12
2001-02-03 00:00:00,37397,WRAP BAG,"Newell 314",12
2001-02-05 00:00:00,37439,JUMBO DRUM,"GuestStacker® Chair with Chrome Finish Legs",12
2001-02-05 00:00:00,37440,MEDIUM BOX,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",12
2001-02-05 00:00:00,37441,WRAP BAG,"Sanford Colorific® Eraseable Coloring Pencils, 12 Count",12
2001-02-05 00:00:00,37442,SMALL BOX,"Acco PRESSTEX® Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",12
2001-02-05 00:00:00,37443,JUMBO DRUM,"Hewlett-Packard Deskjet 5550 Color Inkjet Printer",12
2001-02-05 00:00:00,37444,WRAP BAG,"Acco® Hot Clips??? Clips to Go",12
2001-02-07 00:00:00,37501,SMALL BOX,"Bulldog Table or Wall-Mount Pencil Sharpener",12
2001-02-07 00:00:00,37502,SMALL BOX,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",12
2001-02-07 00:00:00,37506,JUMBO BOX,"Bevis Oval Conference Table, Walnut",12
2001-02-10 00:00:00,37561,SMALL BOX,"Strathmore #10 Envelopes, Ultimate White",12
2001-02-10 00:00:00,37562,SMALL BOX,"Xerox 1935",12
2001-02-10 00:00:00,37569,WRAP BAG,"Alliance Super-Size Bands, Assorted Sizes",12
2001-02-10 00:00:00,37570,SMALL BOX,"Eldon Regeneration Recycled Desk Accessories, Black",12
2001-02-10 00:00:00,37571,JUMBO DRUM,"Global Commerce??? Series High-Back Swivel/Tilt Chairs",12
2001-02-10 00:00:00,37572,WRAP BAG,"Dixon Prang® Watercolor Pencils, 10-Color Set with Brush",12
2001-02-10 00:00:00,37573,SMALL BOX,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",12
2001-02-10 00:00:00,37574,JUMBO DRUM,"Epson DFX5000+ Dot Matrix Printer",12
2001-02-11 00:00:00,37584,LARGE BOX,"Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room",12
2001-02-11 00:00:00,37585,SMALL BOX,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",12
2001-02-11 00:00:00,37586,SMALL PACK,"BOSTON® Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",12
2001-02-11 00:00:00,37587,WRAP BAG,"Sanford Colorific Colored Pencils, 12/Box",12
2001-02-11 00:00:00,37588,SMALL BOX,"Xerox 23",12
2001-02-11 00:00:00,37589,SMALL PACK,"Acme® Tagit??? Stainless Steel Antibacterial Scissors",12
2001-02-12 00:00:00,37590,SMALL BOX,"Xerox 1951",12
2001-02-12 00:00:00,37591,SMALL BOX,"Security-Tint Envelopes",12
2001-02-12 00:00:00,37592,SMALL PACK,"Imation 5.2GB DVD-RAM",12
2001-02-12 00:00:00,37593,SMALL BOX,"8860",12
2001-02-12 00:00:00,37594,SMALL BOX,"Rogers® Jumbo File, Granite",12
2001-02-12 00:00:00,37601,SMALL BOX,"Fellowes Twister Kit, Gray/Clear, 3/pkg",12
2001-02-12 00:00:00,37602,WRAP BAG,"SANFORD Liquid Accent??? Tank-Style Highlighters",12
2001-02-12 00:00:00,37603,LARGE BOX,"Safco Industrial Wire Shelving System",12
2001-02-12 00:00:00,37618,SMALL PACK,"Verbatim DVD-R, 8.4GB, White, Blank, Ink Jet/Thermal, Jewel",12
2001-02-12 00:00:00,37619,SMALL BOX,"Microsoft Office Keyboard",12
2001-02-12 00:00:00,37620,SMALL BOX,"Pressboard Hanging Data Binders for Unburst Sheets",12
2001-02-12 00:00:00,37621,SMALL BOX,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",12
2001-02-12 00:00:00,37622,SMALL PACK,"Acme® Office Executive Series Stainless Steel Trimmers",12
2001-02-13 00:00:00,37642,MEDIUM BOX,"Martin Yale Chadless Opener Electric Letter Opener",12
2001-02-13 00:00:00,37643,WRAP BAG,"Binder Clips by OIC",12
2001-02-13 00:00:00,37644,SMALL BOX,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",12
2001-02-13 00:00:00,37654,SMALL PACK,"3.5"" IBM Formatted Diskettes, DS/HD",12
2001-02-13 00:00:00,37655,SMALL PACK,"Memorex 4.7GB DVD+R, 3/Pack",12
2001-02-13 00:00:00,37656,SMALL BOX,"Xerox 1988",12
2001-02-13 00:00:00,37657,SMALL BOX,"Xerox 1953",12
2001-02-13 00:00:00,37658,SMALL BOX,"Pizazz® Global Quick File???",12
2001-02-13 00:00:00,37668,JUMBO BOX,"Anderson Hickey Conga Table Tops & Accessories",12
2001-02-13 00:00:00,37669,WRAP BAG,"Ideal Clamps",12
2001-02-13 00:00:00,37670,SMALL BOX,"Xerox 203",12
2001-02-13 00:00:00,37671,SMALL BOX,"Wilson Jones Impact Binders",12
2001-02-13 00:00:00,37672,LARGE BOX,"Luxo Adjustable Task Clamp Lamp",12
2001-02-14 00:00:00,37688,JUMBO DRUM,"Novimex Fabric Task Chair",12
2001-02-14 00:00:00,37689,SMALL BOX,"Xerox 230",12
2001-02-14 00:00:00,37700,SMALL BOX,"252",12
2001-02-14 00:00:00,37701,JUMBO DRUM,"Lexmark Z54se Color Inkjet Printer",12
2001-02-14 00:00:00,37702,SMALL BOX,"Logitech Access Keyboard",12
2001-02-14 00:00:00,37703,SMALL PACK,"Memorex Slim 80 Minute CD-R, 10/Pack",12
2001-02-14 00:00:00,37704,WRAP BAG,"Nontoxic Chalk",12
2001-02-14 00:00:00,37705,SMALL PACK,"Fiskars® Softgrip Scissors",12
2001-02-14 00:00:00,37707,WRAP BAG,"Accessory33",12
2001-02-14 00:00:00,37708,SMALL BOX,"Xerox 1926",12
2001-02-14 00:00:00,37709,SMALL BOX,"Alphabetical Labels for Top Tab Filing",12
2001-02-14 00:00:00,37710,SMALL BOX,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",12
2001-02-15 00:00:00,37719,SMALL BOX,"Contract Clock, 14"", Brown",12
2001-02-15 00:00:00,37720,SMALL PACK,"Nu-Dell Executive Frame",12
2001-02-15 00:00:00,37721,SMALL BOX,"i470",12
2001-02-15 00:00:00,37722,SMALL BOX,"Satellite Sectional Post Binders",12
2001-02-15 00:00:00,37723,JUMBO DRUM,"Global Italian Leather Office Chair",12
2001-02-15 00:00:00,37724,SMALL PACK,"Acme® Kleen Earth® Office Shears",12
2001-02-15 00:00:00,37725,SMALL BOX,"Pizazz® Global Quick File???",12
2001-02-15 00:00:00,37726,SMALL BOX,"Southworth Parchment Paper & Envelopes",12
2001-02-15 00:00:00,37727,SMALL BOX,"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box",12
2001-02-15 00:00:00,37728,SMALL BOX,"Wilson Jones Leather-Like Binders with DublLock® Round Rings",12
2001-02-15 00:00:00,37731,JUMBO BOX,"Hon Rectangular Conference Tables",12
2001-02-15 00:00:00,37732,WRAP BAG,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",12
2001-02-16 00:00:00,37784,SMALL BOX,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",12
2001-02-16 00:00:00,37785,WRAP BAG,"Faber Castell Col-Erase Pencils",12
2001-02-16 00:00:00,37786,JUMBO DRUM,"Hon Every-Day® Chair Series Swivel Task Chairs",12
2001-02-16 00:00:00,37787,JUMBO BOX,"Hon Metal Bookcases, Gray",12
2001-02-16 00:00:00,37788,SMALL BOX,"Performers Binder/Pad Holder, Black",12
2001-02-16 00:00:00,37789,SMALL BOX,"Fellowes Super Stor/Drawer® Files",12
2001-02-18 00:00:00,37845,WRAP BAG,"Revere Boxed Rubber Bands by Revere",12
2001-02-18 00:00:00,37846,MEDIUM BOX,"Akro-Mils 12-Gallon Tote",12
2001-02-18 00:00:00,37847,SMALL BOX,"Xerox 1993",12
2001-02-18 00:00:00,37848,SMALL BOX,"Xerox 1881",12
2001-02-18 00:00:00,37849,SMALL BOX,"Seth Thomas 12"" Clock w/ Goldtone Case",12
2001-02-18 00:00:00,37850,JUMBO BOX,"O'Sullivan 4-Shelf Bookcase in Odessa Pine",12
2001-02-18 00:00:00,37851,JUMBO BOX,"Sauder Facets Collection Library, Sky Alder Finish",12
2001-02-18 00:00:00,37852,SMALL BOX,"KF 788",12
2001-02-21 00:00:00,37936,JUMBO BOX,"Bush Andora Conference Table, Maple/Graphite Gray Finish",12
2001-02-21 00:00:00,37937,SMALL BOX,"Xerox 1924",12
2001-02-21 00:00:00,37938,SMALL BOX,"Poly String Tie Envelopes",12
2001-02-21 00:00:00,37939,WRAP BAG,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",12
2001-02-21 00:00:00,37940,SMALL PACK,"Elite 5"" Scissors",12
2001-02-21 00:00:00,37941,SMALL BOX,"Fellowes Advanced Computer Series Surge Protectors",12
2001-02-21 00:00:00,37942,SMALL PACK,"Fuji 80 Minute CD-R Spindle, 50/Pack",12
2001-02-22 00:00:00,37951,SMALL BOX,"IBM Active Response Keyboard, Black",12
2001-02-22 00:00:00,37952,SMALL BOX,"Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector",12
2001-02-22 00:00:00,37953,SMALL BOX,"Recycled Premium Regency Composition Covers",12
2001-02-22 00:00:00,37954,SMALL BOX,"Fellowes Econo/Stor® Drawers",12
2001-02-23 00:00:00,37967,SMALL BOX,"Staples SimpliFile® Letter/Legal Tote",12
2001-02-23 00:00:00,37968,SMALL BOX,"Fellowes Staxonsteel® Drawer Files",12
2001-02-24 00:00:00,37978,SMALL BOX,"Micro Innovations Micro 3000 Keyboard, Black",12
2001-02-24 00:00:00,37979,SMALL BOX,"252",12
2001-02-24 00:00:00,37980,JUMBO BOX,"Bretford CR8500 Series Meeting Room Furniture",12
2001-02-24 00:00:00,37981,SMALL BOX,"Linden 10"" Round Wall Clock, Black",12
2001-02-24 00:00:00,37986,SMALL BOX,"Avery 512",12
2001-02-24 00:00:00,37987,JUMBO BOX,"O'Sullivan Living Dimensions 5-Shelf Bookcases",12
2001-02-24 00:00:00,37988,LARGE BOX,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",12
2001-02-24 00:00:00,37989,SMALL BOX,"Xerox 217",12
2001-02-24 00:00:00,37990,JUMBO DRUM,"Global Stack Chair without Arms, Black",12
2001-02-24 00:00:00,37991,SMALL BOX,"Accessory5",12
2001-02-24 00:00:00,37992,SMALL BOX,"Keytronic French Keyboard",12
2001-02-24 00:00:00,37993,SMALL BOX,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",12
2001-02-24 00:00:00,37994,SMALL BOX,"Avery Non-Stick Heavy Duty View Round Locking Ring Binders",12
2001-02-24 00:00:00,37995,SMALL BOX,"Xerox 1939",12
2001-02-24 00:00:00,37996,SMALL BOX,"GBC Personal VeloBind Strips",12
2001-02-25 00:00:00,38023,SMALL BOX,"Avery 509",12
2001-02-25 00:00:00,38024,SMALL PACK,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",12
2001-02-25 00:00:00,38025,SMALL BOX,"Eldon Expressions??? Wood and Plastic Desk Accessories, Cherry Wood",12
2001-02-25 00:00:00,38026,SMALL BOX,"Contemporary Wood/Metal Frame",12
2001-02-25 00:00:00,38027,SMALL BOX,"Angle-D Binders with Locking Rings, Label Holders",12
2001-02-25 00:00:00,38028,SMALL BOX,"Fellowes Econo/Stor® Drawers",12
2001-02-25 00:00:00,38035,SMALL BOX,"StarTAC 6500",12
2001-02-26 00:00:00,38076,SMALL BOX,"Zoom Telephonics V.92.V.44 Controllerless Modem",12
2001-02-26 00:00:00,38077,WRAP BAG,"Quartet Alpha® White Chalk, 12/Pack",12
2001-02-26 00:00:00,38078,WRAP BAG,"Binney & Smith inkTank??? Erasable Pocket Highlighter, Chisel Tip, Yellow",12
2001-02-26 00:00:00,38079,SMALL BOX,"Xerox 1959",12
2001-02-26 00:00:00,38080,SMALL BOX,"6162m",12
2001-02-26 00:00:00,38081,MEDIUM BOX,"Soundgear Copyboard Conference Phone, Optional Battery",12
2001-02-26 00:00:00,38082,SMALL BOX,"Xerox 210",12
2001-02-26 00:00:00,38083,MEDIUM BOX,"Eldon Advantage® Chair Mats for Low to Medium Pile Carpets",12
2001-02-28 00:00:00,38098,MEDIUM BOX,"Canon MP41DH Printing Calculator",12
2001-02-28 00:00:00,38099,LARGE BOX,"Bravo II??? Megaboss® 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",12
2001-02-28 00:00:00,38100,SMALL BOX,"6185i",12
2001-02-28 00:00:00,38101,SMALL BOX,"Xerox 1978",12
2001-02-28 00:00:00,38102,SMALL BOX,"Xerox 1935",12
2001-02-28 00:00:00,38106,JUMBO BOX,"Bevis Round Bullnose 29"" High Table Top",12
