none_Latitude_ok,none_Longitude_ok,none_PointOrder_ok,none_PolygonID_ok
46.952248,-124.12822,229,31268
46.959122,-123.820091,222,31268
46.959122,-123.820091,222,31268
46.959122,-123.820091,222,31268
46.959122,-123.820091,222,31268
46.972034,-123.948433,224,31268
46.972034,-123.948433,224,31268
46.972034,-123.948433,224,31268
46.972034,-123.948433,224,31268
46.972317,-123.806129,223,31268
46.972317,-123.806129,223,31268
46.972317,-123.806129,223,31268
46.972317,-123.806129,223,31268
46.978008,-123.911499,225,31268
46.978008,-123.911499,225,31268
46.978008,-123.911499,225,31268
46.978008,-123.911499,225,31268
46.99271,-124.020691,226,31268
46.99271,-124.020691,226,31268
46.99271,-124.020691,226,31268
46.99271,-124.020691,226,31268
47.030209,-124.027359,227,31268
47.030209,-124.027359,227,31268
47.030209,-124.027359,227,31268
47.030209,-124.027359,227,31268
47.033089,-124.146011,228,31268
47.033089,-124.146011,228,31268
47.033089,-124.146011,228,31268
47.033089,-124.146011,228,31268
47.033543,-122.99263,416,31268
47.033543,-122.99263,416,31268
47.033543,-122.99263,416,31268
47.033543,-122.99263,416,31268
47.049034,-122.896049,421,31268
47.049034,-122.896049,421,31268
47.049034,-122.896049,421,31268
47.049034,-122.896049,421,31268
47.066193,-123.015846,415,31268
47.066193,-123.015846,415,31268
47.066193,-123.015846,415,31268
47.066193,-123.015846,415,31268
47.072353,-123.005432,417,31268
47.072353,-123.005432,417,31268
47.072353,-123.005432,417,31268
47.072353,-123.005432,417,31268
47.081619,-122.733429,429,31268
47.081619,-122.733429,429,31268
47.081619,-122.733429,429,31268
47.081619,-122.733429,429,31268
47.082775,-122.936569,420,31268
47.082775,-122.936569,420,31268
47.082775,-122.936569,420,31268
47.082775,-122.936569,420,31268
47.093044,-123.078819,409,31268
47.093044,-123.078819,409,31268
47.093044,-123.078819,409,31268
47.093044,-123.078819,409,31268
47.097164,-122.821213,425,31268
47.097164,-122.821213,425,31268
47.097164,-122.821213,425,31268
47.097164,-122.821213,425,31268
47.103733,-122.729523,428,31268
47.103733,-122.729523,428,31268
47.103733,-122.729523,428,31268
47.103733,-122.729523,428,31268
47.104046,-117.041313,121,31268
47.104046,-117.041313,121,31268
47.104046,-117.041313,121,31268
47.104046,-117.041313,121,31268
47.107201,-123.083366,408,31268
47.107201,-123.083366,408,31268
47.107201,-123.083366,408,31268
47.107201,-123.083366,408,31268
47.111271,-122.935631,418,31268
47.111271,-122.935631,418,31268
47.111271,-122.935631,418,31268
47.111271,-122.935631,418,31268
47.124439,-123.020752,407,31268
47.124439,-123.020752,407,31268
47.124439,-123.020752,407,31268
47.124439,-123.020752,407,31268
47.125511,-124.17849,231,31268
47.125511,-124.17849,231,31268
47.125511,-124.17849,231,31268
47.125511,-124.17849,231,31268
47.127621,-122.785637,427,31268
47.127621,-122.785637,427,31268
47.127621,-122.785637,427,31268
47.127621,-122.785637,427,31268
47.127834,-122.85495,424,31268
47.127834,-122.85495,424,31268
47.127834,-122.85495,424,31268
47.127834,-122.85495,424,31268
47.13546,-122.99585,410,31268
47.13546,-122.99585,410,31268
47.13546,-122.99585,410,31268
47.13546,-122.99585,410,31268
47.136101,-123.085854,405,31268
47.136101,-123.085854,405,31268
47.136101,-123.085854,405,31268
47.136101,-123.085854,405,31268
47.138893,-122.983994,412,31268
47.138893,-122.983994,412,31268
47.138893,-122.983994,412,31268
47.138893,-122.983994,412,31268
47.1408,-123.005386,411,31268
47.1408,-123.005386,411,31268
47.1408,-123.005386,411,31268
47.1408,-123.005386,411,31268
47.141628,-122.907433,422,31268
47.141628,-122.907433,422,31268
47.141628,-122.907433,422,31268
47.141628,-122.907433,422,31268
47.148186,-122.926338,419,31268
47.148186,-122.926338,419,31268
47.148186,-122.926338,419,31268
47.148186,-122.926338,419,31268
47.150673,-123.018433,406,31268
47.150673,-123.018433,406,31268
47.150673,-123.018433,406,31268
47.150673,-123.018433,406,31268
47.150852,-123.058434,404,31268
47.150852,-123.058434,404,31268
47.150852,-123.058434,404,31268
47.150852,-123.058434,404,31268
47.164368,-122.840927,423,31268
47.164368,-122.840927,423,31268
47.164368,-122.840927,423,31268
47.164368,-122.840927,423,31268
47.166531,-122.766327,384,31268
47.166531,-122.766327,384,31268
47.166531,-122.766327,384,31268
47.166531,-122.766327,384,31268
47.172897,-122.957939,403,31268
47.172897,-122.957939,403,31268
47.172897,-122.957939,403,31268
47.172897,-122.957939,403,31268
47.174946,-122.919998,414,31268
47.174946,-122.919998,414,31268
47.174946,-122.919998,414,31268
47.174946,-122.919998,414,31268
47.17812,-122.815407,426,31268
47.17812,-122.815407,426,31268
47.17812,-122.815407,426,31268
47.17812,-122.815407,426,31268
47.185085,-122.944389,413,31268
47.185085,-122.944389,413,31268
47.185085,-122.944389,413,31268
47.185085,-122.944389,413,31268
47.190079,-122.584396,430,31268
47.190079,-122.584396,430,31268
47.190079,-122.584396,430,31268
47.190079,-122.584396,430,31268
47.19532,-122.747978,382,31268
47.19532,-122.747978,382,31268
47.19532,-122.747978,382,31268
47.19532,-122.747978,382,31268
47.197025,-122.996193,401,31268
47.197025,-122.996193,401,31268
47.197025,-122.996193,401,31268
47.197025,-122.996193,401,31268
47.200512,-122.739487,383,31268
47.200512,-122.739487,383,31268
47.200512,-122.739487,383,31268
47.200512,-122.739487,383,31268
47.202549,-122.944366,402,31268
47.202549,-122.944366,402,31268
47.202549,-122.944366,402,31268
47.202549,-122.944366,402,31268
47.206226,-123.095291,400,31268
47.206226,-123.095291,400,31268
47.206226,-123.095291,400,31268
47.206226,-123.095291,400,31268
47.206387,-122.935173,395,31268
47.206387,-122.935173,395,31268
47.206387,-122.935173,395,31268
47.206387,-122.935173,395,31268
47.210056,-122.745819,380,31268
47.210056,-122.745819,380,31268
47.210056,-122.745819,380,31268
47.210056,-122.745819,380,31268
47.212212,-123.070183,396,31268
47.212212,-123.070183,396,31268
47.212212,-123.070183,396,31268
47.212212,-123.070183,396,31268
47.216942,-122.600594,360,31268
47.216942,-122.600594,360,31268
47.216942,-122.600594,360,31268
47.216942,-122.600594,360,31268
47.22123,-123.029823,397,31268
47.22123,-123.029823,397,31268
47.22123,-123.029823,397,31268
47.22123,-123.029823,397,31268
47.223305,-122.722252,379,31268
47.223305,-122.722252,379,31268
47.223305,-122.722252,379,31268
47.223305,-122.722252,379,31268
47.226536,-122.749718,381,31268
47.226536,-122.749718,381,31268
47.226536,-122.749718,381,31268
47.226536,-122.749718,381,31268
47.235157,-123.047043,398,31268
47.235157,-123.047043,398,31268
47.235157,-123.047043,398,31268
47.235157,-123.047043,398,31268
47.23872,-122.588608,359,31268
47.23872,-122.588608,359,31268
47.23872,-122.588608,359,31268
47.23872,-122.588608,359,31268
47.244968,-122.829803,385,31268
47.244968,-122.829803,385,31268
47.244968,-122.829803,385,31268
47.244968,-122.829803,385,31268
47.248867,-122.428062,433,31268
47.248867,-122.428062,433,31268
47.248867,-122.428062,433,31268
47.248867,-122.428062,433,31268
47.255737,-122.587822,354,31268
47.255737,-122.587822,354,31268
47.255737,-122.587822,354,31268
47.255737,-122.587822,354,31268
47.256474,-123.012489,399,31268
47.256474,-123.012489,399,31268
47.256474,-123.012489,399,31268
47.256474,-123.012489,399,31268
47.265839,-122.735046,378,31268
47.265839,-122.735046,378,31268
47.265839,-122.735046,378,31268
47.265839,-122.735046,378,31268
47.266232,-122.435249,434,31268
47.266232,-122.435249,434,31268
47.266232,-122.435249,434,31268
47.266232,-122.435249,434,31268
47.266834,-122.391869,437,31268
47.266834,-122.391869,437,31268
47.266834,-122.391869,437,31268
47.266834,-122.391869,437,31268
47.269798,-122.409981,435,31268
47.269798,-122.409981,435,31268
47.269798,-122.409981,435,31268
47.269798,-122.409981,435,31268
47.271343,-122.649094,358,31268
47.271343,-122.649094,358,31268
47.271343,-122.649094,358,31268
47.271343,-122.649094,358,31268
47.272205,-122.767319,377,31268
47.272205,-122.767319,377,31268
47.272205,-122.767319,377,31268
47.272205,-122.767319,377,31268
47.274429,-122.597763,357,31268
47.274429,-122.597763,357,31268
47.274429,-122.597763,357,31268
47.274429,-122.597763,357,31268
47.274696,-122.421478,436,31268
47.274696,-122.421478,436,31268
47.274696,-122.421478,436,31268
47.274696,-122.421478,436,31268
47.275864,-122.653923,362,31268
47.275864,-122.653923,362,31268
47.275864,-122.653923,362,31268
47.275864,-122.653923,362,31268
47.276947,-122.391487,439,31268
47.276947,-122.391487,439,31268
47.276947,-122.391487,439,31268
47.276947,-122.391487,439,31268
47.279602,-122.589912,355,31268
47.279602,-122.589912,355,31268
47.279602,-122.589912,355,31268
47.279602,-122.589912,355,31268
47.281158,-122.668114,361,31268
47.281158,-122.668114,361,31268
47.281158,-122.668114,361,31268
47.281158,-122.668114,361,31268
47.2817,-122.413673,438,31268
47.2817,-122.413673,438,31268
47.2817,-122.413673,438,31268
47.2817,-122.413673,438,31268
47.283039,-122.694221,364,31268
47.283039,-122.694221,364,31268
47.283039,-122.694221,364,31268
47.283039,-122.694221,364,31268
47.283459,-122.547287,353,31268
47.283459,-122.547287,353,31268
47.283459,-122.547287,353,31268
47.283459,-122.547287,353,31268
47.283726,-122.529266,431,31268
47.283726,-122.529266,431,31268
47.283726,-122.529266,431,31268
47.283726,-122.529266,431,31268
47.288422,-122.922203,394,31268
47.288422,-122.922203,394,31268
47.288422,-122.922203,394,31268
47.288422,-122.922203,394,31268
47.289265,-122.678413,363,31268
47.289265,-122.678413,363,31268
47.289265,-122.678413,363,31268
47.289265,-122.678413,363,31268
47.293476,-124.240738,232,31268
47.293476,-124.240738,232,31268
47.293476,-124.240738,232,31268
47.293476,-124.240738,232,31268
47.298492,-122.617249,356,31268
47.298492,-122.617249,356,31268
47.298492,-122.617249,356,31268
47.298492,-122.617249,356,31268
47.29985,-122.677422,365,31268
47.29985,-122.677422,365,31268
47.29985,-122.677422,365,31268
47.29985,-122.677422,365,31268
47.301033,-122.444298,440,31268
47.301033,-122.444298,440,31268
47.301033,-122.444298,440,31268
47.301033,-122.444298,440,31268
47.304119,-122.865311,393,31268
47.304119,-122.865311,393,31268
47.304119,-122.865311,393,31268
47.304119,-122.865311,393,31268
47.308399,-122.689056,366,31268
47.308399,-122.689056,366,31268
47.308399,-122.689056,366,31268
47.308399,-122.689056,366,31268
47.311504,-122.781387,386,31268
47.311504,-122.781387,386,31268
47.311504,-122.781387,386,31268
47.311504,-122.781387,386,31268
47.313187,-122.845589,391,31268
47.313187,-122.845589,391,31268
47.313187,-122.845589,391,31268
47.313187,-122.845589,391,31268
47.318375,-122.548393,432,31268
47.318375,-122.548393,432,31268
47.318375,-122.548393,432,31268
47.318375,-122.548393,432,31268
47.320141,-122.869232,392,31268
47.320141,-122.869232,392,31268
47.320141,-122.869232,392,31268
47.320141,-122.869232,392,31268
47.32159,-122.668793,368,31268
47.32159,-122.668793,368,31268
47.32159,-122.668793,368,31268
47.32159,-122.668793,368,31268
47.332275,-122.661789,367,31268
47.332275,-122.661789,367,31268
47.332275,-122.661789,367,31268
47.332275,-122.661789,367,31268
47.335907,-123.116493,307,31268
47.335907,-123.116493,307,31268
47.335907,-123.116493,307,31268
47.335907,-123.116493,307,31268
47.336266,-122.581711,352,31268
47.336266,-122.581711,352,31268
47.336266,-122.581711,352,31268
47.336266,-122.581711,352,31268
47.339302,-122.653328,369,31268
47.339302,-122.653328,369,31268
47.339302,-122.653328,369,31268
47.339302,-122.653328,369,31268
47.339806,-122.765663,388,31268
47.339806,-122.765663,388,31268
47.339806,-122.765663,388,31268
47.339806,-122.765663,388,31268
47.340336,-122.789078,387,31268
47.340336,-122.789078,387,31268
47.340336,-122.789078,387,31268
47.340336,-122.789078,387,31268
47.341827,-124.27227,234,31268
47.341827,-124.27227,234,31268
47.341827,-124.27227,234,31268
47.341827,-124.27227,234,31268
47.342255,-122.670143,370,31268
47.342255,-122.670143,370,31268
47.342255,-122.670143,370,31268
47.342255,-122.670143,370,31268
47.344898,-122.735077,376,31268
47.344898,-122.735077,376,31268
47.344898,-122.735077,376,31268
47.344898,-122.735077,376,31268
47.345745,-124.297249,233,31268
47.345745,-124.297249,233,31268
47.345745,-124.297249,233,31268
47.345745,-124.297249,233,31268
47.347267,-122.323334,441,31268
47.347267,-122.323334,441,31268
47.347267,-122.323334,441,31268
47.347267,-122.323334,441,31268
47.351658,-123.158577,306,31268
47.351658,-123.158577,306,31268
47.351658,-123.158577,306,31268
47.351658,-123.158577,306,31268
47.353901,-124.318459,235,31268
47.353901,-124.318459,235,31268
47.353901,-124.318459,235,31268
47.353901,-124.318459,235,31268
47.354282,-123.018257,309,31268
47.354282,-123.018257,309,31268
47.354282,-123.018257,309,31268
47.354282,-123.018257,309,31268
47.356644,-122.690666,375,31268
47.356644,-122.690666,375,31268
47.356644,-122.690666,375,31268
47.356644,-122.690666,375,31268
47.357243,-123.106644,308,31268
47.357243,-123.106644,308,31268
47.357243,-123.106644,308,31268
47.357243,-123.106644,308,31268
47.357948,-122.808418,389,31268
47.357948,-122.808418,389,31268
47.357948,-122.808418,389,31268
47.357948,-122.808418,389,31268
47.361557,-123.047974,311,31268
47.361557,-123.047974,311,31268
47.361557,-123.047974,311,31268
47.361557,-123.047974,311,31268
47.365696,-122.699677,374,31268
47.365696,-122.699677,374,31268
47.365696,-122.699677,374,31268
47.365696,-122.699677,374,31268
47.366474,-117.042236,120,31268
47.366474,-117.042236,120,31268
47.366474,-117.042236,120,31268
47.366474,-117.042236,120,31268
47.371964,-122.622307,371,31268
47.371964,-122.622307,371,31268
47.371964,-122.622307,371,31268
47.371964,-122.622307,371,31268
47.374191,-122.535431,351,31268
47.374191,-122.535431,351,31268
47.374191,-122.535431,351,31268
47.374191,-122.535431,351,31268
47.376827,-123.042542,312,31268
47.376827,-123.042542,312,31268
47.376827,-123.042542,312,31268
47.376827,-123.042542,312,31268
47.381477,-122.63131,373,31268
47.381477,-122.63131,373,31268
47.381477,-122.63131,373,31268
47.381477,-122.63131,373,31268
47.390083,-123.120667,313,31268
47.390083,-123.120667,313,31268
47.390083,-123.120667,313,31268
47.390083,-123.120667,313,31268
47.404537,-122.82679,390,31268
47.404537,-122.82679,390,31268
47.404537,-122.82679,390,31268
47.404537,-122.82679,390,31268
47.411442,-122.626266,372,31268
47.411442,-122.626266,372,31268
47.411442,-122.626266,372,31268
47.411442,-122.626266,372,31268
47.423656,-122.548363,350,31268
47.423656,-122.548363,350,31268
47.423656,-122.548363,350,31268
47.423656,-122.548363,350,31268
47.441597,-122.352081,442,31268
47.441597,-122.352081,442,31268
47.441597,-122.352081,442,31268
47.441597,-122.352081,442,31268
47.445683,-122.840988,310,31268
47.445683,-122.840988,310,31268
47.445683,-122.840988,310,31268
47.445683,-122.840988,310,31268
47.450409,-122.380447,443,31268
