TDSName,TestName,Passed,Closest Expected,Diff count,Test Case,Error Msg,Error Type,Query Time (ms),Generated SQL,Actual (100)tuples,Expected (100)tuples,Fail,Pass,% Passing
cast_calcs.mydb,date.datepart.nulls,1,0,0,"DATEPART('day', DATE(null))",None,,553,"
      SELECT DAYOFMONTH(FROM_DAYS(FLOOR(NULL) + 693961)) AS `TEMP(Test)(20465857)(0)`
FROM `Calcs`
HAVING (COUNT(1) > 0)
    ",%null%,%null%,,,
cast_calcs.mydb,date.datepart.nulls,1,0,0,"DATEPART('day', DATETIME(null))",None,,484,"
      SELECT DAYOFMONTH(DATE_ADD(FROM_DAYS(FLOOR(NULL) + 693961), INTERVAL 60 * 60 * 24 * (NULL - FLOOR(NULL)) SECOND)) AS `TEMP(Test)(3365622206)(0)`
FROM `Calcs`
HAVING (COUNT(1) > 0)
    ",%null%,%null%,,,
cast_calcs.mydb,date.datepart.nulls,1,0,0,"DATEPART('dayofyear', DATE(null))",None,,537,"
      SELECT DAYOFYEAR(FROM_DAYS(FLOOR(NULL) + 693961)) AS `TEMP(Test)(1193407708)(0)`
FROM `Calcs`
HAVING (COUNT(1) > 0)
    ",%null%,%null%,,,
cast_calcs.mydb,date.datepart.nulls,1,0,0,"DATEPART('dayofyear', DATETIME(null))",None,,464,"
      SELECT DAYOFYEAR(DATE_ADD(FROM_DAYS(FLOOR(NULL) + 693961), INTERVAL 60 * 60 * 24 * (NULL - FLOOR(NULL)) SECOND)) AS `TEMP(Test)(3498421513)(0)`
FROM `Calcs`
HAVING (COUNT(1) > 0)
    ",%null%,%null%,,,
cast_calcs.mydb,date.datepart.nulls,1,0,0,"DATEPART('hour', DATETIME(null))",None,,481,"
      SELECT HOUR(DATE_ADD(FROM_DAYS(FLOOR(NULL) + 693961), INTERVAL 60 * 60 * 24 * (NULL - FLOOR(NULL)) SECOND)) AS `TEMP(Test)(1756144708)(0)`
FROM `Calcs`
HAVING (COUNT(1) > 0)
    ",%null%,%null%,,,
cast_calcs.mydb,date.datepart.nulls,1,0,0,"DATEPART('minute', DATETIME(null))",None,,582,"
      SELECT MINUTE(DATE_ADD(FROM_DAYS(FLOOR(NULL) + 693961), INTERVAL 60 * 60 * 24 * (NULL - FLOOR(NULL)) SECOND)) AS `TEMP(Test)(2635020195)(0)`
FROM `Calcs`
HAVING (COUNT(1) > 0)
    ",%null%,%null%,,,
cast_calcs.mydb,date.datepart.nulls,1,0,0,"DATEPART('second', DATETIME(null))",None,,509,"
      SELECT SECOND(DATE_ADD(FROM_DAYS(FLOOR(NULL) + 693961), INTERVAL 60 * 60 * 24 * (NULL - FLOOR(NULL)) SECOND)) AS `TEMP(Test)(2744314424)(0)`
FROM `Calcs`
HAVING (COUNT(1) > 0)
    ",%null%,%null%,,,
cast_calcs.mydb,date.datepart.sow.minute,1,0,0,"DATEPART('minute', [datetime0], 'monday')",None,,537,"
      SELECT MINUTE(`Calcs`.`datetime0`) AS `TEMP(Test)(232803726)(0)`
FROM `Calcs`
GROUP BY 1
    ","1
13
14
16
17
21
22
30
34
43
49
54
57
59","1
13
14
16
17
21
22
30
34
43
49
54
57
59",,,
cast_calcs.mydb,date.datepart.sow.minute,1,0,0,"DATEPART('minute', [datetime0], 'sunday')",None,,707,"
      SELECT MINUTE(`Calcs`.`datetime0`) AS `TEMP(Test)(2176505489)(0)`
FROM `Calcs`
GROUP BY 1
    ","1
13
14
16
17
21
22
30
34
43
49
54
57
59","1
13
14
16
17
21
22
30
34
43
49
54
57
59",Time type not supported,,
cast_calcs.mydb,date.dateadd.minute,1,0,0,"DATEADD('minute', 1, [datetime0])",None,,1581,"
      SELECT DATE_ADD(`Calcs`.`datetime0`, INTERVAL 1 MINUTE) AS `TEMP(Test)(2741755004)(0)`
FROM `Calcs`
GROUP BY 1
    ","#2004-07-04 22:50:28#
#2004-07-05 13:15:20#
#2004-07-09 10:18:35#
#2004-07-12 17:31:16#
#2004-07-14 07:44:00#
#2004-07-14 08:17:44#
#2004-07-17 14:02:56#
#2004-07-19 22:22:31#
#2004-07-22 00:31:23#
#2004-07-23 21:14:37#
#2004-07-25 15:23:26#
#2004-07-26 12:31:34#
#2004-07-28 06:55:50#
#2004-07-28 12:35:28#
#2004-07-28 23:31:22#
#2004-07-31 11:58:52#
#2004-08-02 08:00:23#","#2004-07-04 22:50:28#
#2004-07-05 13:15:20#
#2004-07-09 10:18:35#
#2004-07-12 17:31:16#
#2004-07-14 07:44:00#
#2004-07-14 08:17:44#
#2004-07-17 14:02:56#
#2004-07-19 22:22:31#
#2004-07-22 00:31:23#
#2004-07-23 21:14:37#
#2004-07-25 15:23:26#
#2004-07-26 12:31:34#
#2004-07-28 06:55:50#
#2004-07-28 12:35:28#
#2004-07-28 23:31:22#
#2004-07-31 11:58:52#
#2004-08-02 08:00:23#",,,
cast_calcs.mydb,date.datetrunc.sow.weekday,1,0,0,"DATETRUNC('weekday', [date2], 'monday')",None,,498,"
      SELECT ADDDATE( DATE_FORMAT( `Calcs`.`date2`, '%Y-%m-%d 00:00:00' ), INTERVAL 0 SECOND ) AS `TEMP(Test)(2526477208)(0)`
FROM `Calcs`
GROUP BY 1
    ","#1972-07-12 00:00:00#
#1974-03-17 00:00:00#
#1974-05-03 00:00:00#
#1976-09-09 00:00:00#
#1977-02-08 00:00:00#
#1977-04-20 00:00:00#
#1980-07-26 00:00:00#
#1980-11-07 00:00:00#
#1988-01-05 00:00:00#
#1994-04-20 00:00:00#
#1995-06-04 00:00:00#
#1995-09-03 00:00:00#
#1997-05-30 00:00:00#
#1997-09-19 00:00:00#
#1998-08-12 00:00:00#
#2001-02-04 00:00:00#
#2002-04-27 00:00:00#","#1972-07-12 00:00:00#
#1974-03-17 00:00:00#
#1974-05-03 00:00:00#
#1976-09-09 00:00:00#
#1977-02-08 00:00:00#
#1977-04-20 00:00:00#
#1980-07-26 00:00:00#
#1980-11-07 00:00:00#
#1988-01-05 00:00:00#
#1994-04-20 00:00:00#
#1995-06-04 00:00:00#
#1995-09-03 00:00:00#
#1997-05-30 00:00:00#
#1997-09-19 00:00:00#
#1998-08-12 00:00:00#
#2001-02-04 00:00:00#
#2002-04-27 00:00:00#",,,
cast_calcs.mydb,date.datetrunc.sow.weekday,1,0,0,"DATETRUNC('weekday', [date2], 'sunday')",None,,494,"
      SELECT ADDDATE( DATE_FORMAT( `Calcs`.`date2`, '%Y-%m-%d 00:00:00' ), INTERVAL 0 SECOND ) AS `TEMP(Test)(2007354609)(0)`
FROM `Calcs`
GROUP BY 1
    ","#1972-07-12 00:00:00#
#1974-03-17 00:00:00#
#1974-05-03 00:00:00#
#1976-09-09 00:00:00#
#1977-02-08 00:00:00#
#1977-04-20 00:00:00#
#1980-07-26 00:00:00#
#1980-11-07 00:00:00#
#1988-01-05 00:00:00#
#1994-04-20 00:00:00#
#1995-06-04 00:00:00#
#1995-09-03 00:00:00#
#1997-05-30 00:00:00#
#1997-09-19 00:00:00#
#1998-08-12 00:00:00#
#2001-02-04 00:00:00#
#2002-04-27 00:00:00#","#1972-07-12 00:00:00#
#1974-03-17 00:00:00#
#1974-05-03 00:00:00#
#1976-09-09 00:00:00#
#1977-02-08 00:00:00#
#1977-04-20 00:00:00#
#1980-07-26 00:00:00#
#1980-11-07 00:00:00#
#1988-01-05 00:00:00#
#1994-04-20 00:00:00#
#1995-06-04 00:00:00#
#1995-09-03 00:00:00#
#1997-05-30 00:00:00#
#1997-09-19 00:00:00#
#1998-08-12 00:00:00#
#2001-02-04 00:00:00#
#2002-04-27 00:00:00#",,,
cast_calcs.mydb,date.datetrunc.sow.weekday,1,0,0,"DATETRUNC('weekday', [datetime0], 'monday')",None,,579,"
      SELECT ADDDATE( DATE_FORMAT( `Calcs`.`datetime0`, '%Y-%m-%d 00:00:00' ), INTERVAL 0 SECOND ) AS `TEMP(Test)(3928745396)(0)`
FROM `Calcs`
GROUP BY 1
    ","#2004-07-04 00:00:00#
#2004-07-05 00:00:00#
#2004-07-09 00:00:00#
#2004-07-12 00:00:00#
#2004-07-14 00:00:00#
#2004-07-17 00:00:00#
#2004-07-19 00:00:00#
#2004-07-22 00:00:00#
#2004-07-23 00:00:00#
#2004-07-25 00:00:00#
#2004-07-26 00:00:00#
#2004-07-28 00:00:00#
#2004-07-31 00:00:00#
#2004-08-02 00:00:00#","#2004-07-04 00:00:00#
#2004-07-05 00:00:00#
#2004-07-09 00:00:00#
#2004-07-12 00:00:00#
#2004-07-14 00:00:00#
#2004-07-17 00:00:00#
#2004-07-19 00:00:00#
#2004-07-22 00:00:00#
#2004-07-23 00:00:00#
#2004-07-25 00:00:00#
#2004-07-26 00:00:00#
#2004-07-28 00:00:00#
#2004-07-31 00:00:00#
#2004-08-02 00:00:00#",,,
cast_calcs.mydb,date.datetrunc.sow.weekday,1,0,0,"DATETRUNC('weekday', [datetime0], 'sunday')",None,,569,"
      SELECT ADDDATE( DATE_FORMAT( `Calcs`.`datetime0`, '%Y-%m-%d 00:00:00' ), INTERVAL 0 SECOND ) AS `TEMP(Test)(746880020)(0)`
FROM `Calcs`
GROUP BY 1
    ","#2004-07-04 00:00:00#
#2004-07-05 00:00:00#
#2004-07-09 00:00:00#
#2004-07-12 00:00:00#
#2004-07-14 00:00:00#
#2004-07-17 00:00:00#
#2004-07-19 00:00:00#
#2004-07-22 00:00:00#
#2004-07-23 00:00:00#
#2004-07-25 00:00:00#
#2004-07-26 00:00:00#
#2004-07-28 00:00:00#
#2004-07-31 00:00:00#
#2004-08-02 00:00:00#","#2004-07-04 00:00:00#
#2004-07-05 00:00:00#
#2004-07-09 00:00:00#
#2004-07-12 00:00:00#
#2004-07-14 00:00:00#
#2004-07-17 00:00:00#
#2004-07-19 00:00:00#
#2004-07-22 00:00:00#
#2004-07-23 00:00:00#
#2004-07-25 00:00:00#
#2004-07-26 00:00:00#
#2004-07-28 00:00:00#
#2004-07-31 00:00:00#
#2004-08-02 00:00:00#",,,
cast_calcs.mydb,date.datename.sow.nulls,1,0,0,"DATENAME('year', DATETIME(null), 'sunday')",None,,572,"
      SELECT YEAR(DATE_ADD(FROM_DAYS(FLOOR(NULL) + 693961), INTERVAL 60 * 60 * 24 * (NULL - FLOOR(NULL)) SECOND)) AS `TEMP(Test)(2699142763)(0)`
FROM `Calcs`
HAVING (COUNT(1) > 0)
    ",%null%,%null%,,,
cast_calcs.mydb,date.datename.sow.nulls,1,0,0,"DATENAME('year', DATE(null), 'sunday')",None,,625,"
      SELECT YEAR(FROM_DAYS(FLOOR(NULL) + 693961)) AS `TEMP(Test)(1634134069)(0)`
FROM `Calcs`
HAVING (COUNT(1) > 0)
    ",%null%,%null%,,,
cast_calcs.mydb,date.datename.sow.nulls,1,0,0,"DATENAME('quarter', DATETIME(null), 'sunday')",None,,490,"
      SELECT QUARTER(DATE_ADD(FROM_DAYS(FLOOR(NULL) + 693961), INTERVAL 60 * 60 * 24 * (NULL - FLOOR(NULL)) SECOND)) AS `TEMP(Test)(1949844743)(0)`
FROM `Calcs`
HAVING (COUNT(1) > 0)
    ",%null%,%null%,,,
cast_calcs.mydb,date.datename.sow.nulls,1,0,0,"DATENAME('quarter', DATE(null), 'sunday')",None,,481,"
      SELECT QUARTER(FROM_DAYS(FLOOR(NULL) + 693961)) AS `TEMP(Test)(3376136658)(0)`
FROM `Calcs`
HAVING (COUNT(1) > 0)
    ",%null%,%null%,,,
cast_calcs.mydb,date.datename.sow.nulls,1,0,0,"DATENAME('month', DATETIME(null), 'sunday')",None,,439,"
      SELECT MONTHNAME(DATE_ADD(FROM_DAYS(FLOOR(NULL) + 693961), INTERVAL 60 * 60 * 24 * (NULL - FLOOR(NULL)) SECOND)) AS `TEMP(Test)(3672267408)(0)`
FROM `Calcs`
HAVING (COUNT(1) > 0)
    ",%null%,%null%,,,
cast_calcs.mydb,date.datename.sow.nulls,1,0,0,"DATENAME('month', DATE(null), 'sunday')",None,,741,"
      SELECT MONTHNAME(FROM_DAYS(FLOOR(NULL) + 693961)) AS `TEMP(Test)(2406708804)(0)`
FROM `Calcs`
HAVING (COUNT(1) > 0)
    ",%null%,%null%,???,,
cast_calcs.mydb,date.datename.sow.nulls,1,0,0,"DATENAME('week', DATETIME(null), 'sunday')",None,,493,"
      SELECT CONCAT(FLOOR((7 + DAYOFYEAR(DATE_ADD(FROM_DAYS(FLOOR(NULL) + 693961), INTERVAL 60 * 60 * 24 * (NULL - FLOOR(NULL)) SECOND)) - 1 + DAYOFWEEK(DATE_FORMAT(DATE_ADD(FROM_DAYS(FLOOR(NULL) + 693961), INTERVAL 60 * 60 * 24 * (NULL - FLOOR(NULL)) SECOND), '%Y-01-01 00:00:00')) - 1) / 7)) AS `TEMP(Test)(1073594909)(0)`
FROM `Calcs`
HAVING (COUNT(1) > 0)
    ",%null%,%null%,,,
cast_calcs.mydb,date.datename.sow.nulls,1,0,0,"DATENAME('week', DATE(null), 'sunday')",None,,544,"
      SELECT CONCAT(FLOOR((7 + DAYOFYEAR(FROM_DAYS(FLOOR(NULL) + 693961)) - 1 + DAYOFWEEK(DATE_FORMAT(FROM_DAYS(FLOOR(NULL) + 693961), '%Y-01-01 00:00:00')) - 1) / 7)) AS `TEMP(Test)(4016689999)(0)`
FROM `Calcs`
HAVING (COUNT(1) > 0)
    ",%null%,%null%,,,
cast_calcs.mydb,date.datename.sow.nulls,1,0,0,"DATENAME('weekday', DATETIME(null), 'sunday')",None,,354,"
      SELECT DAYNAME(DATE_ADD(FROM_DAYS(FLOOR(NULL) + 693961), INTERVAL 60 * 60 * 24 * (NULL - FLOOR(NULL)) SECOND)) AS `TEMP(Test)(3405047399)(0)`
FROM `Calcs`
HAVING (COUNT(1) > 0)
    ",%null%,%null%,,,
cast_calcs.mydb,date.datename.sow.nulls,1,0,0,"DATENAME('weekday', DATE(null), 'sunday')",None,,738,"
      SELECT DAYNAME(FROM_DAYS(FLOOR(NULL) + 693961)) AS `TEMP(Test)(55506858)(0)`
FROM `Calcs`
HAVING (COUNT(1) > 0)
    ",%null%,%null%,,,
cast_calcs.mydb,date.datename.sow.nulls,1,0,0,"DATENAME('dayofyear', DATETIME(null), 'sunday')",None,,690,"
      SELECT DAYOFYEAR(DATE_ADD(FROM_DAYS(FLOOR(NULL) + 693961), INTERVAL 60 * 60 * 24 * (NULL - FLOOR(NULL)) SECOND)) AS `TEMP(Test)(3460070750)(0)`
FROM `Calcs`
HAVING (COUNT(1) > 0)
    ",%null%,%null%,,,
cast_calcs.mydb,date.datename.sow.nulls,1,0,0,"DATENAME('dayofyear', DATE(null), 'sunday')",None,,562,"
      SELECT DAYOFYEAR(FROM_DAYS(FLOOR(NULL) + 693961)) AS `TEMP(Test)(1494289478)(0)`
FROM `Calcs`
HAVING (COUNT(1) > 0)
    ",%null%,%null%,Time type not supported,,
cast_calcs.mydb,date.datename.sow.nulls,1,0,0,"DATENAME('day', DATETIME(null), 'sunday')",None,,489,"
      SELECT DAYOFMONTH(DATE_ADD(FROM_DAYS(FLOOR(NULL) + 693961), INTERVAL 60 * 60 * 24 * (NULL - FLOOR(NULL)) SECOND)) AS `TEMP(Test)(3227046355)(0)`
FROM `Calcs`
HAVING (COUNT(1) > 0)
    ",%null%,%null%,,,
cast_calcs.mydb,date.datename.sow.nulls,1,0,0,"DATENAME('day', DATE(null), 'sunday')",None,,526,"
      SELECT DAYOFMONTH(FROM_DAYS(FLOOR(NULL) + 693961)) AS `TEMP(Test)(1233941598)(0)`
FROM `Calcs`
HAVING (COUNT(1) > 0)
    ",%null%,%null%,,,
cast_calcs.mydb,date.datename.sow.nulls,1,0,0,"DATENAME('hour', DATETIME(null), 'sunday')",None,,499,"
      SELECT HOUR(DATE_ADD(FROM_DAYS(FLOOR(NULL) + 693961), INTERVAL 60 * 60 * 24 * (NULL - FLOOR(NULL)) SECOND)) AS `TEMP(Test)(3874232094)(0)`
FROM `Calcs`
HAVING (COUNT(1) > 0)
    ",%null%,%null%,,,
cast_calcs.mydb,date.datename.sow.nulls,1,0,0,"DATENAME('minute', DATETIME(null), 'sunday')",None,,518,"
      SELECT MINUTE(DATE_ADD(FROM_DAYS(FLOOR(NULL) + 693961), INTERVAL 60 * 60 * 24 * (NULL - FLOOR(NULL)) SECOND)) AS `TEMP(Test)(1546814749)(0)`
FROM `Calcs`
HAVING (COUNT(1) > 0)
    ",%null%,%null%,,,
cast_calcs.mydb,date.datename.sow.nulls,1,0,0,"DATENAME('second', DATETIME(null), 'sunday')",None,,616,"
      SELECT SECOND(DATE_ADD(FROM_DAYS(FLOOR(NULL) + 693961), INTERVAL 60 * 60 * 24 * (NULL - FLOOR(NULL)) SECOND)) AS `TEMP(Test)(3692431276)(0)`
FROM `Calcs`
HAVING (COUNT(1) > 0)
    ",%null%,%null%,We don't support the time type,,
cast_calcs.mydb,agg.count,1,0,0,COUNT([int0]),None,,495,"
      SELECT COUNT(`Calcs`.`int0`) AS `TEMP(Test)(3910975586)(0)`
FROM `Calcs`
HAVING (COUNT(1) > 0)
    ",11,11,,,
cast_calcs.mydb,agg.count,1,0,0,COUNT([bool0]),None,,419,"
      SELECT COUNT((`Calcs`.`bool0_` <> 0)) AS `TEMP(Test)(1133866179)(0)`
FROM `Calcs`
HAVING (COUNT(1) > 0)
    ",10,10,,,
cast_calcs.mydb,agg.count,1,0,0,COUNT([date3]),None,,357,"
      SELECT COUNT(`Calcs`.`date3`) AS `TEMP(Test)(3590771088)(0)`
FROM `Calcs`
HAVING (COUNT(1) > 0)
    ",9,9,,,
cast_calcs.mydb,agg.count,1,0,0,COUNT([num4]),None,,409,"
      SELECT COUNT(`Calcs`.`num4`) AS `TEMP(Test)(1804085677)(0)`
FROM `Calcs`
HAVING (COUNT(1) > 0)
    ",12,12,,,
cast_calcs.mydb,agg.count,1,0,0,COUNT([str2]),None,,350,"
      SELECT COUNT(`Calcs`.`str2`) AS `TEMP(Test)(2760211945)(0)`
FROM `Calcs`
HAVING (COUNT(1) > 0)
    ",13,13,,,
cast_calcs.mydb,date.datepart.sow.dayofyear,1,0,0,"DATEPART('dayofyear', [date2], 'monday')",None,,563,"
      SELECT DAYOFYEAR(`Calcs`.`date2`) AS `TEMP(Test)(3386714330)(0)`
FROM `Calcs`
GROUP BY 1
    ","5
35
39
76
110
117
123
150
155
194
208
224
246
253
262
312","5
35
39
76
110
117
123
150
155
194
208
224
246
253
262
312",,,
cast_calcs.mydb,date.datepart.sow.dayofyear,1,0,0,"DATEPART('dayofyear', [date2], 'sunday')",None,,566,"
      SELECT DAYOFYEAR(`Calcs`.`date2`) AS `TEMP(Test)(1554877814)(0)`
FROM `Calcs`
GROUP BY 1
    ","5
35
39
76
110
117
123
150
155
194
208
224
246
253
262
312","5
35
39
76
110
117
123
150
155
194
208
224
246
253
262
312",,,
cast_calcs.mydb,date.datepart.sow.dayofyear,1,0,0,"DATEPART('dayofyear', [datetime0], 'monday')",None,,439,"
      SELECT DAYOFYEAR(`Calcs`.`datetime0`) AS `TEMP(Test)(680392169)(0)`
FROM `Calcs`
GROUP BY 1
    ","186
187
191
194
196
199
201
204
205
207
208
210
213
215","186
187
191
194
196
199
201
204
205
207
208
210
213
215",,,
cast_calcs.mydb,date.datepart.sow.dayofyear,1,0,0,"DATEPART('dayofyear', [datetime0], 'sunday')",None,,467,"
      SELECT DAYOFYEAR(`Calcs`.`datetime0`) AS `TEMP(Test)(792760981)(0)`
FROM `Calcs`
GROUP BY 1
    ","186
187
191
194
196
199
201
204
205
207
208
210
213
215","186
187
191
194
196
199
201
204
205
207
208
210
213
215",,,
cast_calcs.mydb,date.datetrunc.sow.second,1,0,0,"DATETRUNC('second', [datetime0], 'monday')",None,,681,"
      SELECT ADDDATE( DATE_FORMAT( `Calcs`.`datetime0`, '%Y-%m-%d %H:%i:%s' ), INTERVAL 0 SECOND ) AS `TEMP(Test)(4192719501)(0)`
FROM `Calcs`
GROUP BY 1
    ","#2004-07-04 22:49:28#
#2004-07-05 13:14:20#
#2004-07-09 10:17:35#
#2004-07-12 17:30:16#
#2004-07-14 07:43:00#
#2004-07-14 08:16:44#
#2004-07-17 14:01:56#
#2004-07-19 22:21:31#
#2004-07-22 00:30:23#
#2004-07-23 21:13:37#
#2004-07-25 15:22:26#
#2004-07-26 12:30:34#
#2004-07-28 06:54:50#
#2004-07-28 12:34:28#
#2004-07-28 23:30:22#
#2004-07-31 11:57:52#
#2004-08-02 07:59:23#","#2004-07-04 22:49:28#
#2004-07-05 13:14:20#
#2004-07-09 10:17:35#
#2004-07-12 17:30:16#
#2004-07-14 07:43:00#
#2004-07-14 08:16:44#
#2004-07-17 14:01:56#
#2004-07-19 22:21:31#
#2004-07-22 00:30:23#
#2004-07-23 21:13:37#
#2004-07-25 15:22:26#
#2004-07-26 12:30:34#
#2004-07-28 06:54:50#
#2004-07-28 12:34:28#
#2004-07-28 23:30:22#
#2004-07-31 11:57:52#
#2004-08-02 07:59:23#",,,
cast_calcs.mydb,date.datetrunc.sow.second,1,0,0,"DATETRUNC('second', [datetime0], 'sunday')",None,,510,"
      SELECT ADDDATE( DATE_FORMAT( `Calcs`.`datetime0`, '%Y-%m-%d %H:%i:%s' ), INTERVAL 0 SECOND ) AS `TEMP(Test)(2927274352)(0)`
FROM `Calcs`
GROUP BY 1
    ","#2004-07-04 22:49:28#
#2004-07-05 13:14:20#
#2004-07-09 10:17:35#
#2004-07-12 17:30:16#
#2004-07-14 07:43:00#
#2004-07-14 08:16:44#
#2004-07-17 14:01:56#
#2004-07-19 22:21:31#
#2004-07-22 00:30:23#
#2004-07-23 21:13:37#
#2004-07-25 15:22:26#
#2004-07-26 12:30:34#
#2004-07-28 06:54:50#
#2004-07-28 12:34:28#
#2004-07-28 23:30:22#
#2004-07-31 11:57:52#
#2004-08-02 07:59:23#","#2004-07-04 22:49:28#
#2004-07-05 13:14:20#
#2004-07-09 10:17:35#
#2004-07-12 17:30:16#
#2004-07-14 07:43:00#
#2004-07-14 08:16:44#
#2004-07-17 14:01:56#
#2004-07-19 22:21:31#
#2004-07-22 00:30:23#
#2004-07-23 21:13:37#
#2004-07-25 15:22:26#
#2004-07-26 12:30:34#
#2004-07-28 06:54:50#
#2004-07-28 12:34:28#
#2004-07-28 23:30:22#
#2004-07-31 11:57:52#
#2004-08-02 07:59:23#",,,
cast_calcs.mydb,string.left,1,0,0,"LEFT(str1, 2)",None,,434,"
      SELECT (CASE WHEN 2 >= 0 THEN LEFT(`Calcs`.`str1`,2) ELSE NULL END) AS `TEMP(Test)(2443162804)(0)`
FROM `Calcs`
GROUP BY 1
    ","""AI""
""AN""
""BI""
""BU""
""CD""
""CL""
""CO""
""DO""
""DV""
""ER""","""AI""
""AN""
""BI""
""BU""
""CD""
""CL""
""CO""
""DO""
""DV""
""ER""",,,
cast_calcs.mydb,string.left,1,0,0,"left(str2,3)",None,,602,"
      SELECT (CASE WHEN 3 >= 0 THEN LEFT(`Calcs`.`str2`,3) ELSE NULL END) AS `TEMP(Test)(1954670685)(0)`
FROM `Calcs`
GROUP BY 1
    ","%null%
""eig""
""ele""
""fif""
""fiv""
""fou""
""nin""
""one""
""six""
""ten""
""thr""
""twe""
""two""","%null%
""eig""
""ele""
""fif""
""fiv""
""fou""
""nin""
""one""
""six""
""ten""
""thr""
""twe""
""two""",,,
